actual,prediction
58.1,33.2
55.5,31.18
53.6,29.8
59.1,30.7
61.02,29.0
62.4,31.9
62.72,27.8
63.22,26.62
58.62,27.42
56.98,24.58
59.28,23.52
60.5,22.9
65.12,22.55
64.42,23.92
64.5,23.82
66.0,24.67
67.52,24.08
70.88,25.98
71.05,30.05
67.0,37.4
72.55,38.35
72.95,39.33
69.42,38.02
69.65,36.1
62.02,29.38
55.92,29.62
52.6,28.8
51.03,26.1
57.52,25.62
55.1,25.85
50.68,26.5
48.6,28.0
48.78,28.68
54.53,28.22
58.45,27.72
60.92,29.6
68.53,32.42
74.18,34.42
73.68,35.38
79.43,34.38
81.88,34.75
87.6,40.28
82.7,47.95
76.75,51.08
76.53,46.45
73.35,46.03
70.0,41.75
66.65,40.0
59.62,39.0
55.38,35.25
56.4,35.4
50.67,38.48
51.12,35.7
48.08,44.23
48.18,44.03
46.32,39.7
47.9,37.3
63.05,36.42
79.22,39.6
112.52,45.55
131.7,49.35
134.32,51.1
128.8,54.32
128.98,49.15
107.75,47.9
118.38,60.15
113.38,59.72
107.9,65.55
98.18,70.33
95.28,63.45
84.72,61.0
79.82,63.28
65.28,58.25
53.78,63.8
47.4,65.0
46.7,67.55
53.58,63.53
54.75,63.25
58.98,63.12
57.78,63.38
55.92,58.88
55.72,60.38
64.43,62.78
80.0,74.0
78.0,74.43
75.62,74.9
78.62,69.8
78.82,66.92
69.98,66.82
67.17,68.0
65.52,70.68
62.8,91.62
65.03,93.9
69.25,88.78
64.85,85.38
60.8,80.35
51.05,74.05
44.35,71.28
46.8,70.6
42.63,68.52
42.72,64.62
46.95,62.1
45.1,62.53
44.97,63.75
43.45,64.38
38.35,69.68
40.48,72.7
43.75,65.05
49.15,65.92
57.4,64.3
56.7,61.97
59.9,59.85
63.68,59.3
58.0,60.0
61.88,64.68
57.32,71.95
56.47,72.85
51.6,70.1
55.58,62.35
50.8,57.25
46.25,57.05
42.95,61.18
43.8,65.6
46.33,65.65
42.4,62.75
44.48,59.08
46.75,58.78
51.52,59.3
55.03,59.95
52.47,59.7
56.3,60.32
68.5,56.9
80.38,62.65
82.25,59.38
80.7,54.45
74.53,47.6
68.42,49.08
62.45,51.72
66.03,57.38
64.38,54.68
61.32,53.3
60.98,46.22
61.1,42.2
54.85,40.08
50.8,41.12
44.88,39.9
43.3,39.6
44.3,39.52
44.35,38.68
45.38,38.53
45.25,37.75
49.65,39.08
52.25,40.83
53.22,40.95
55.53,41.82
56.32,44.22
58.68,46.47
56.1,46.2
57.53,43.6
58.3,43.52
62.65,45.2
66.85,49.08
76.3,58.15
72.32,60.22
62.6,68.7
76.57,68.15
73.45,63.45
70.97,60.32
70.38,59.65
57.85,61.58
58.63,48.75
57.22,44.45
58.68,43.05
59.92,44.28
63.42,47.62
62.4,47.8
61.05,50.18
66.78,58.78
64.1,49.8
61.25,44.3
58.45,43.7
57.55,42.28
57.72,41.4
60.2,43.2
72.47,55.38
91.7,65.8
96.8,101.18
94.4,106.35
95.72,99.12
88.6,93.7
87.9,77.6
82.52,72.92
76.2,62.02
72.1,53.1
67.33,58.28
73.28,56.95
70.72,53.22
65.7,50.4
68.92,51.4
75.78,50.68
73.5,87.72
68.82,99.75
71.35,75.85
68.45,71.55
93.38,66.15
81.65,55.55
70.82,53.65
65.68,53.92
70.07,55.68
88.8,64.35
84.72,74.48
80.82,93.18
86.1,77.65
82.48,71.18
78.4,64.43
68.42,57.65
62.92,57.32
63.1,55.8
56.7,58.3
55.82,57.53
50.68,63.0
51.5,62.55
53.08,60.3
52.58,60.23
52.22,64.2
55.05,67.85
53.82,79.92
52.12,69.25
55.68,71.58
53.35,75.42
53.78,76.5
52.08,83.58
52.45,72.53
59.95,62.85
63.88,70.05
64.07,70.42
63.52,65.15
57.85,60.22
61.22,59.02
48.48,63.53
48.8,65.78
46.5,64.8
42.27,66.82
39.9,63.68
42.12,55.03
41.9,52.45
42.15,52.7
42.9,58.4
45.3,61.82
49.58,67.18
50.48,72.4
51.53,71.47
51.2,55.92
50.75,55.03
50.42,56.75
58.48,60.32
67.4,62.07
64.55,56.5
64.3,53.55
67.22,46.08
61.52,44.92
59.13,42.92
52.42,57.3
56.32,59.2
49.05,53.7
46.5,46.8
56.1,46.05
53.42,43.08
49.82,49.22
51.5,49.78
49.9,53.05
51.15,52.4
53.35,62.88
44.38,67.55
42.48,61.2
49.88,58.2
59.72,47.8
66.78,41.82
63.3,40.45
62.9,39.22
61.0,41.88
62.32,45.7
62.38,55.72
64.18,62.75
65.92,61.18
65.62,59.85
64.4,52.12
62.28,48.4
57.2,46.18
49.7,43.7
45.9,43.18
37.53,38.92
44.88,38.38
41.9,38.1
41.88,38.35
44.05,38.83
46.22,39.65
46.52,44.1
46.73,42.92
49.53,40.5
54.6,42.05
57.48,41.85
60.8,41.58
59.45,41.15
61.38,46.22
56.5,52.95
59.12,59.32
62.25,57.22
60.78,54.7
59.28,51.6
60.35,56.38
