actual,prediction,split
58.1,45.914337,evaluation
55.5,41.57825,evaluation
53.6,38.77995,evaluation
59.1,46.458237,evaluation
61.02,52.32685,evaluation
62.4,53.60712,evaluation
62.72,55.26024,evaluation
63.22,49.97217,evaluation
58.62,43.13556,evaluation
56.98,43.16009,evaluation
59.28,44.18728,evaluation
60.5,42.287544,evaluation
65.12,42.555695,evaluation
64.42,45.19766,evaluation
64.5,43.324497,evaluation
66.0,45.45987,evaluation
67.52,46.24971,evaluation
70.88,52.32347,evaluation
71.05,52.986404,evaluation
67.0,52.529926,evaluation
72.55,49.81046,evaluation
72.95,49.853065,evaluation
69.42,51.781044,evaluation
69.65,48.25023,evaluation
62.02,45.499367,evaluation
55.92,47.00538,evaluation
52.6,37.418953,evaluation
51.03,33.130356,evaluation
57.52,33.21123,evaluation
55.1,37.699913,evaluation
50.68,43.50528,evaluation
48.6,44.071968,evaluation
48.78,39.31876,evaluation
54.53,40.68486,evaluation
58.45,40.81972,evaluation
60.92,39.62453,evaluation
68.53,41.666386,evaluation
74.18,48.12075,evaluation
73.68,50.07679,evaluation
79.43,54.785435,evaluation
81.88,56.994293,evaluation
87.6,61.35039,evaluation
82.7,55.504837,evaluation
76.75,46.14975,evaluation
76.53,45.20156,evaluation
73.35,48.17342,evaluation
70.0,45.56302,evaluation
66.65,45.612556,evaluation
59.62,42.652588,evaluation
55.38,36.491554,evaluation
56.4,30.218565,evaluation
50.67,29.226738,evaluation
51.12,29.061459,evaluation
48.08,29.174366,evaluation
48.18,31.19539,evaluation
46.32,38.33133,evaluation
47.9,44.043053,evaluation
63.05,47.834362,evaluation
79.22,55.505463,evaluation
112.52,67.68068,evaluation
131.7,79.32994,evaluation
134.32,83.78787,evaluation
128.8,81.949104,evaluation
128.98,70.006516,evaluation
107.75,61.831615,evaluation
118.38,68.651306,evaluation
113.38,73.71454,evaluation
107.9,64.619965,evaluation
98.18,44.8322,evaluation
95.28,39.20875,evaluation
84.72,42.082268,evaluation
79.82,40.486618,evaluation
65.28,36.039062,evaluation
53.78,34.52008,evaluation
47.4,37.348568,evaluation
46.7,34.907314,evaluation
53.58,34.603012,evaluation
54.75,37.56957,evaluation
