actual,prediction
58.1,42.37
55.5,38.3
53.6,35.75
59.1,44.98
61.02,52.08
62.4,52.8
62.72,55.42
63.22,46.38
58.62,36.55
56.98,39.88
59.28,41.65
60.5,39.35
65.12,38.65
64.42,40.35
64.5,38.6
66.0,39.2
67.52,39.48
70.88,52.42
71.05,56.22
67.0,54.18
72.55,49.9
72.95,48.62
69.42,47.92
69.65,43.38
62.02,39.85
55.92,46.12
52.6,33.15
51.03,25.2
57.52,26.45
55.1,30.95
50.68,39.88
48.6,38.42
48.78,31.35
54.53,36.05
58.45,36.25
60.92,35.15
68.53,39.45
74.18,46.88
73.68,46.8
79.43,53.62
81.88,54.25
87.6,62.75
82.7,57.55
76.75,47.68
76.53,46.18
73.35,45.08
70.0,42.28
66.65,42.25
59.62,36.98
55.38,31.3
56.4,26.75
50.67,23.0
51.12,19.5
48.08,20.27
48.18,23.38
46.32,32.2
47.9,39.9
63.05,46.22
79.22,59.98
112.52,77.7
131.7,95.65
134.32,105.1
128.8,96.5
128.98,72.3
107.75,61.3
118.38,73.1
113.38,84.82
107.9,68.8
98.18,48.3
95.28,43.3
84.72,42.12
79.82,39.88
65.28,31.07
53.78,34.05
47.4,40.3
46.7,36.85
53.58,35.72
54.75,37.9
58.98,37.75
57.78,36.7
55.92,36.0
55.72,43.5
64.43,65.7
80.0,103.52
78.0,98.98
75.62,84.68
78.62,79.18
78.82,77.6
69.98,70.78
67.17,69.48
65.52,69.3
62.8,59.55
65.03,54.82
69.25,56.42
64.85,54.7
60.8,48.38
51.05,40.53
44.35,37.2
46.8,33.3
42.63,33.4
42.72,29.8
46.95,33.62
45.1,35.4
44.97,33.15
43.45,30.5
38.35,30.08
40.48,29.4
43.75,30.45
49.15,32.55
57.4,41.75
56.7,43.25
59.9,45.75
63.68,46.25
58.0,57.65
61.88,59.62
57.32,53.62
56.47,44.72
51.6,46.08
55.58,41.88
50.8,36.17
46.25,28.78
42.95,33.22
43.8,32.85
46.33,37.12
42.4,38.98
44.48,32.33
46.75,32.05
51.52,41.42
55.03,41.82
52.47,44.62
56.3,40.33
68.5,40.92
80.38,48.03
82.25,53.25
80.7,49.2
74.53,43.28
68.42,41.02
62.45,39.9
66.03,43.68
64.38,42.18
61.32,42.1
60.98,44.92
61.1,37.9
54.85,29.1
50.8,25.17
44.88,25.52
43.3,24.1
44.3,25.3
44.35,24.38
45.38,23.5
45.25,26.35
49.65,27.8
52.25,27.85
53.22,29.7
55.53,32.12
56.32,34.85
58.68,31.75
56.1,34.45
57.53,36.05
58.3,35.28
62.65,35.0
66.85,49.95
76.3,56.02
72.32,49.45
62.6,43.32
76.57,49.52
73.45,48.6
70.97,40.0
70.38,31.6
57.85,34.65
58.63,39.5
57.22,35.2
58.68,39.55
59.92,51.58
63.42,51.95
62.4,56.08
61.05,49.6
66.78,39.72
64.1,35.95
61.25,32.25
58.45,32.5
57.55,32.88
57.72,35.17
60.2,31.55
72.47,63.28
91.7,85.68
96.8,89.2
94.4,83.75
95.72,77.97
88.6,66.75
87.9,59.47
82.52,42.0
76.2,40.25
72.1,48.9
67.33,53.98
73.28,48.38
70.72,31.62
65.7,35.28
68.92,50.15
75.78,56.58
73.5,84.75
68.82,77.52
71.35,77.42
68.45,65.82
93.38,71.25
81.65,77.65
70.82,76.5
65.68,82.1
70.07,94.85
88.8,86.72
84.72,70.65
80.82,57.1
86.1,43.8
82.48,39.15
78.4,33.8
68.42,30.68
62.92,26.88
63.1,25.5
56.7,23.42
55.82,30.32
50.68,43.6
51.5,39.58
53.08,40.2
52.58,38.17
52.22,41.92
55.05,50.85
53.82,60.9
52.12,50.18
55.68,50.75
53.35,49.18
53.78,51.6
52.08,47.45
52.45,57.65
59.95,59.02
63.88,56.3
64.07,47.6
63.52,51.55
57.85,44.62
61.22,51.28
48.48,41.4
48.8,34.95
46.5,31.3
42.27,28.15
39.9,27.4
42.12,28.72
41.9,32.7
42.15,36.3
42.9,32.25
45.3,36.3
49.58,35.75
50.48,36.12
51.53,38.38
51.2,38.35
50.75,35.65
50.42,36.62
58.48,47.78
67.4,55.9
64.55,53.82
64.3,60.0
67.22,63.65
61.52,59.58
59.13,52.92
52.42,47.85
56.32,47.45
49.05,38.2
46.5,33.05
56.1,32.92
53.42,23.28
49.82,30.05
51.5,34.02
49.9,42.05
51.15,38.47
53.35,40.2
44.38,48.85
42.48,42.12
49.88,57.62
59.72,42.78
66.78,41.48
63.3,37.12
62.9,34.1
61.0,38.8
62.32,47.82
62.38,50.0
64.18,52.92
65.92,57.62
65.62,54.62
64.4,46.55
62.28,36.35
57.2,37.28
49.7,31.35
45.9,28.05
37.53,26.1
44.88,32.95
41.9,36.85
41.88,30.58
44.05,30.1
46.22,31.18
46.52,28.08
46.73,27.95
49.53,30.5
54.6,35.6
57.48,36.25
60.8,38.12
59.45,33.95
61.38,42.3
56.5,49.9
59.12,57.52
62.25,50.0
60.78,48.85
59.28,47.68
60.35,44.08
52.05,42.05
45.15,42.25
43.8,35.4
42.4,41.58
46.05,30.02
53.7,28.35
51.1,30.62
48.4,33.15
50.55,32.6
51.37,35.48
50.12,35.45
56.6,29.08
57.78,32.85
62.08,39.22
65.6,41.75
26.75,56.9
51.05,57.15
45.02,50.25
46.4,46.0
45.15,42.28
47.52,48.58
40.15,54.8
43.4,50.9
41.22,44.75
41.38,45.08
38.67,40.28
40.6,36.1
42.95,34.65
36.57,34.12
33.2,31.05
36.93,27.15
39.55,34.02
40.4,36.65
46.2,40.98
45.22,41.42
43.18,38.85
45.8,38.8
45.78,42.45
41.68,42.38
42.7,46.47
31.03,41.0
26.55,42.25
26.7,33.55
34.4,51.55
69.77,59.15
66.35,51.9
71.03,43.52
68.75,52.3
67.2,54.58
68.42,53.92
64.7,39.15
61.8,38.3
54.2,44.4
54.0,49.98
53.3,47.0
53.78,47.45
56.55,42.48
55.35,51.53
57.52,63.1
62.1,69.53
61.6,64.27
58.75,64.55
57.42,58.5
55.05,58.5
52.05,40.25
48.65,44.55
45.5,38.05
46.07,36.75
41.9,45.48
43.95,37.08
47.1,40.8
51.38,58.62
48.03,50.65
47.12,49.22
50.8,50.2
67.57,64.08
65.72,55.4
64.75,66.18
70.38,63.12
78.5,72.6
71.6,78.1
72.0,90.12
68.45,107.65
75.32,100.22
71.95,85.82
73.27,72.2
68.25,73.12
