actual,prediction,split
349.0,229.83870605121948,evaluation
324.0,200.19863871637247,evaluation
276.0,201.3341162997328,evaluation
255.0,221.8672495962128,evaluation
234.0,218.77888175299356,evaluation
177.0,162.67145637887478,evaluation
195.0,167.05866680390344,evaluation
167.0,148.08215961985627,evaluation
185.0,166.5031547642206,evaluation
138.0,161.82189765755794,evaluation
161.0,167.39210632509457,evaluation
169.0,169.7931491367657,evaluation
186.0,178.55133745189656,evaluation
180.0,182.6561516590198,evaluation
189.0,173.21875049682765,evaluation
166.0,160.00473873265722,evaluation
178.0,178.8288810191608,evaluation
193.0,167.50209997628733,evaluation
201.0,196.02914265411732,evaluation
175.0,210.22531453762605,evaluation
188.0,222.7910237755823,evaluation
208.0,220.3879370575617,evaluation
260.0,228.055481723156,evaluation
223.0,211.41165088988967,evaluation
199.0,190.56289032146412,evaluation
191.0,184.06881751147932,evaluation
140.0,156.23680404218229,evaluation
163.0,160.09561418206005,evaluation
163.0,157.57486679714222,evaluation
157.0,161.0434675222642,evaluation
167.0,164.2631593438456,evaluation
136.0,164.29990512560852,evaluation
118.0,154.36176175118908,evaluation
133.0,153.13953322735347,evaluation
167.0,170.05813720831105,evaluation
190.0,216.9244951391726,evaluation
193.0,206.6041702812356,evaluation
185.0,206.2230778245157,evaluation
232.0,208.139188410115,evaluation
206.0,203.5304436614873,evaluation
222.0,202.3869506455648,evaluation
199.0,221.82007600837653,evaluation
215.0,225.35475459910293,evaluation
276.0,247.43529043999837,evaluation
296.0,272.2571534391536,evaluation
318.0,313.3336498015874,evaluation
388.0,337.37999570105825,evaluation
288.0,307.2944632936508,evaluation
232.0,287.21018617724866,evaluation
208.0,244.3267799258694,evaluation
195.0,202.5884234607888,evaluation
196.0,218.55775317932543,evaluation
183.0,218.8228200683809,evaluation
147.0,218.56545229955236,evaluation
197.0,170.28034877965985,evaluation
223.0,154.07337337430025,evaluation
213.0,180.4590185641728,evaluation
189.0,188.581993564306,evaluation
204.0,250.6002594367519,evaluation
244.0,241.46069940476195,evaluation
315.0,361.8405261243385,evaluation
372.0,452.2517251984128,evaluation
433.0,322.31179232804243,evaluation
372.0,403.1460006613756,evaluation
271.0,296.6845955687831,evaluation
189.0,280.0296755952382,evaluation
232.0,219.19326544020845,evaluation
328.0,269.7605222341423,evaluation
387.0,462.307921626984,evaluation
473.0,482.2128105158731,evaluation
661.0,423.9044973544973,evaluation
490.0,302.4911309523809,evaluation
433.0,267.4609189814815,evaluation
417.0,278.34800396825403,evaluation
224.0,272.9561342592592,evaluation
122.0,250.9856425264551,evaluation
124.0,213.25926917989412,evaluation
183.0,251.99998694997907,evaluation
196.0,198.1765088183421,evaluation
186.0,161.68234164389787,evaluation
177.0,161.5201735529901,evaluation
167.0,194.01591297074373,evaluation
212.0,260.8756292989418,evaluation
302.0,267.2992182539682,evaluation
374.0,252.3446820510869,evaluation
417.0,247.92998434487933,evaluation
351.0,309.8334917328041,evaluation
354.0,282.7241124656595,evaluation
322.0,256.5168071610428,evaluation
291.0,272.9993379884006,evaluation
295.0,274.8581866096866,evaluation
299.0,283.7961802312272,evaluation
312.0,293.9749506373259,evaluation
313.0,311.2473506487029,evaluation
317.0,297.1739919454794,evaluation
306.0,297.2691841275709,evaluation
276.0,249.03689338449365,evaluation
213.0,220.1632186543509,evaluation
195.0,173.65262884481334,evaluation
175.0,164.67772827104835,evaluation
141.0,145.16178659273817,evaluation
127.0,120.223237504558,evaluation
128.0,106.47456189347164,evaluation
114.0,94.72091969732196,evaluation
107.0,95.62355690568822,evaluation
102.0,97.22364542966608,evaluation
110.0,118.50760315851436,evaluation
116.0,143.08537494119622,evaluation
135.0,166.3735665998628,evaluation
147.0,209.19257799067853,evaluation
206.0,188.55545799920176,evaluation
173.0,199.19205997925548,evaluation
186.0,219.60581254097607,evaluation
