neighbor__124,neighbor__1421,neighbor__5024
5.437808779045655,2.9446899421453985,2.8010113858252796
4.724661768439037,2.413635034158652,2.6552601746993587
2.426743623151046,2.1370439362488884,1.8833185750324404
2.112265601112711,2.1591712240816694,2.0830517162049995
1.6120722117289026,2.1149166484161075,2.6336674026807034
1.5278812451989545,1.8715164822555155,2.779418613806625
1.8027399888702553,1.6613072478440951,2.693047525732005
2.2831237390705463,1.539607164763799,3.2652559842263638
2.60750658070064,1.926834701837468,3.7672879336600937
1.8225496280537725,1.617052672178533,3.4757855114082505
0.9434968892851981,1.4621616573490652,2.8873824738999
0.2724453619435542,0.7762157345328513,2.4501288405221353
-0.33917724784753833,0.20090625088054304,2.234201120335585
-0.2401290519299525,-0.03143027136365841,1.478454099682658
-0.2847007400928661,-0.29695772535703147,0.2719579631403068
-0.09898537274739268,-0.29695772535703147,0.36642634072192265
0.1436827072506926,-0.18632128619312605,0.7496980440530499
0.5943519986757081,-0.1531303544439544,0.8495646146393295
2.1915041578467798,1.196634203355692,1.2868182480170944
3.734179809263179,1.2298251351048637,2.3097758224008778
4.397802721911004,1.6723708917604856,2.145130935758633
3.845609029670463,2.4800168976569954,2.9710544654721884
3.4939879341630333,3.099580956974866,3.6728195560784775
3.293415337429922,2.535335117238948,3.459590932394259
3.397415943143387,2.2366167314964036,3.0844165185701273
3.1374144288597243,2.6459715564028534,2.323271304912537
2.587696941517123,2.347253170660309,2.29897943639155
2.077598732541556,2.1149166484161075,2.4501288405221353
2.134551445194168,1.8051346187571722,2.3988460069778297
2.392076754579891,1.8272619065899534,2.622871016671376
3.013604183962742,2.181298511914451,2.690348429229673
3.481606909673335,2.4578896098242144,3.162690317137752
2.1568372892756247,2.3029985949947465,3.7106069071111243
1.713596612544428,1.6502436039277046,4.007507522367631
0.8766393570408277,1.4400343695162843,4.139763250981893
0.4086366313302347,0.8536612419475852,2.3826514279638387
0.7379718827562076,0.8536612419475852,1.383985722101042
0.5547327203086738,0.687706583201727,0.9818203432535917
0.5448279007169152,0.4000518413755728,1.0573950453188845
0.9038776109181639,0.5106882805394782,0.9710239572442642
1.4090234100978516,0.5549428562050405,1.5216396437199682
2.9937945447792247,0.4885609927066972,2.371855041954511
5.53933317986118,0.7319611588672892,2.0236715931536984
6.757625989647487,1.5506708086801897,2.2935812433868863
6.997817864747632,1.6281163160949235,3.3300343002823287
3.753989448446696,1.196634203355692,4.331399102647457
3.2686532884505257,1.052806832442615,4.27741717260082
2.9739849055957075,2.0595984288341547,5.011571421235091
3.0160803888606815,2.325125882827528,3.435299063873272
2.9046511684533978,2.4578896098242144,3.319237914273001
2.664459293353252,2.8838399006052504,3.0628237465514725
3.2859867227361033,3.4895744050276325,2.7443303592763106
3.3949397382454474,3.636167686919807,2.5391990250990877
3.154747863145302,3.813185989582056,2.709242104745996
3.2859867227361033,3.69148590650176,2.9521607899558653
2.976461110493647,3.5891472002751477,3.7915798021810807
2.7214120060058637,2.991710428790058,4.749759060508898
1.6071198019330233,1.71385955644695,3.483882800915246
0.7726387513273626,0.8066407553029253,1.958893277097733
0.7008288092871129,0.41664730725015864,1.8104429694694795
0.8593059227552502,0.5106882805394782,0.930537509709286
0.601780613369527,0.5826019659960168,0.7820872020810324
0.8989252011222846,0.5743042330587239,1.3327028885567365
1.049973699896603,1.2519524229376449,2.2288029273309213
1.4882619668319201,1.8770483042137107,2.728135780262319
2.070170117847737,2.435762321991433,2.8549933158719174
2.146932469683866,2.6459715564028534,2.768622227797297
2.134551445194168,2.5076760074479716,2.6093755341597165
2.0726463227456766,2.2449144644336965,2.344864076931192
2.1642659039694436,2.148107580165279,2.045264365172353
2.307885788049943,2.247680375412794,1.9426986980837417
1.859692701522867,1.8604528383391248,0.8738564831603165
1.7259776370341262,1.943430167712054,0.6687251489830934
0.9633065284687153,1.730455022321536,0.5148766483501762
0.6834953750015353,1.1081250520245678,0.4177091742662284
0.48787518806430336,0.6849406722226293,0.3556299547125951
0.6389236868386218,0.6655792953689459,0.4177091742662284
1.0945453880595166,0.9449363042578072,0.5364694203688313
1.1217836419368528,1.2879092656659141,0.8117772636066832
1.4164520247916705,1.279611532728621,1.4244721696360203
1.3322610582617225,1.2381228680421565,1.5162414507153044
0.8518773080614312,1.2934410876241094,1.2490308969844481
1.049973699896603,1.3598229511224527,1.1248724578771814
0.8023532101026384,1.1855705594393016,1.2733227655054349
0.6612095309200786,0.8342998650939017,1.2652254759984394
1.0474974949986633,0.6960043161390199,1.3111101165380814
1.6937869733609108,0.861958974884878,1.5351351262316275
3.382558713755749,1.340461574268769,1.8833185750324404
3.8084659562013683,1.6336481380531187,2.3151740154055416
3.5014165488568523,1.182804648460204,1.9912824351257157
4.439898205175978,2.029173408064081,2.007477014139707
3.902561742323075,3.8629723872058133,2.06955623369334
3.9818002990571437,3.5836153783169524,2.0614589441863447
3.7515132435487564,3.6582949747525886,1.7672574254321693
2.978937315391587,2.413635034158652,1.5567278982502826
2.4861725407015975,2.366614547513992,1.6080107317945884
1.8497878819311084,2.1591712240816694,2.0155743036467024
1.8027399888702553,1.8770483042137107,1.867123996018449
2.089979757031254,1.6253504051158258,1.4244721696360203
2.894746348861639,1.6640731588231927,1.135668843886509
3.159700272941181,1.730455022321536,1.408277590622029
1.5328336549948338,1.3819502389552336,1.6754881443528853
0.9781637578563532,0.9642976811114906,2.4285360685034805
0.24768331296415771,0.718131603971801,2.3745541384568427
-0.24260525682789214,0.3281381559190343,0.6957161140064122
0.04463451133310677,0.18154487402685957,0.3934173057452415
-0.12374742172678914,0.16494940815227377,0.2395688051123242
0.12139686316923579,0.05707887996746595,0.18018868206102281
0.49778000765606195,0.08473798975844231,0.42580646377322406
0.5547327203086738,0.6019633428497003,0.6471323769644384
0.9410206843872585,1.1025932300663723,0.79288358809036
1.8621689064208067,1.5036503220355297,1.0088113082769106
2.9591276762080696,1.7940709748407817,1.3974812046127016
3.1027475602885692,1.6032231172830447,1.661992661841226
2.9071273733513374,1.5313094318265061,1.7348682674041869
2.7882695382502343,1.2381228680421565,1.8266375484834707
2.0503604786642198,1.2436546900003518,1.6673908548458898
1.3669279268328776,1.3017388205614022,1.4055784941196972
1.230736657446197,1.2934410876241094,1.454162231161671
0.762733931735604,1.2740797107704258,0.7955826845926919
0.5943519986757081,1.00025452383976,0.1046139799957301
0.13625409255687365,0.4581359719366232,-0.24896766180974642
6.282317019314929e-05,0.06261070192566122,-0.3434360393913623
0.31454084520852815,-0.0839825799665135,-0.07622548566050598
0.175873370923908,-0.07015302507102532,0.2233742260983329
0.26006433745385593,0.32537224493993666,0.43120465677788783
0.19815921500536482,0.6074951648078956,0.047932953446760594
0.12139686316923579,0.687706583201727,-0.1625965737351262
0.18577819051566657,0.5300496573931617,-0.20308302127010444
0.42597006561581224,0.42217912920835393,-0.014146266106872694
0.5943519986757081,0.3585631766891083,0.056030242953756235
0.9187348403058018,0.513454191518576,0.11541036600505764
1.245593886833835,0.7568543576791679,0.15859591004236775
1.6294056460144801,1.365354773080648,0.22067512959600102
0.8716869472449484,2.0374711410013737,0.5445667098758269
