neighbor__5024,neighbor__1421,neighbor__1426
117.42,75.0,162.12
107.12,66.7,153.62
100.62,62.25,139.65
92.35,39.17,137.15
111.22,44.03,99.88
119.32,27.62,94.52
120.72,37.17,80.2
126.3,43.58,89.43
105.9,52.32,64.1
91.45,46.8,55.25
66.32,32.52,51.88
56.4,20.2,52.7
47.55,34.8,39.93
47.8,15.75,59.28
50.7,13.2,94.4
68.5,9.75,100.43
78.95,9.15,89.28
76.53,9.48,81.2
74.93,14.98,71.82
76.53,23.05,67.62
78.25,23.52,56.38
67.68,17.9,54.55
56.95,17.2,89.55
53.45,19.3,89.02
46.55,22.4,113.32
40.88,73.97,34.17
39.62,62.45,40.88
46.05,34.08,39.9
69.0,14.25,36.22
75.65,20.68,32.2
73.92,55.1,29.25
72.38,37.83,25.18
69.47,32.67,31.92
63.72,49.65,39.58
46.58,47.55,37.02
39.0,36.0,30.5
38.93,32.33,32.4
41.45,37.03,36.52
38.1,28.95,25.35
45.78,22.18,21.55
57.18,12.55,21.0
63.2,11.35,25.28
64.28,17.77,28.62
56.35,18.85,29.33
39.48,18.6,26.3
38.2,29.2,24.0
33.9,25.08,20.98
32.75,24.98,23.92
32.48,31.95,26.6
42.9,31.3,25.32
56.15,28.8,24.5
37.45,25.78,22.4
48.2,24.25,23.72
49.5,31.55,24.08
47.6,42.5,24.2
37.47,45.48,33.83
43.65,50.28,47.35
51.82,44.7,44.62
49.08,31.55,46.18
46.0,28.68,44.18
52.75,38.97,42.78
61.62,35.83,40.62
67.75,29.92,39.33
69.08,28.22,35.25
53.0,33.4,30.05
28.02,28.7,25.92
26.88,25.45,26.12
27.22,24.6,25.98
34.35,18.5,26.38
35.28,27.15,26.78
41.92,28.58,27.68
42.95,20.12,28.08
42.15,20.72,28.4
28.7,20.3,25.22
22.18,25.7,24.85
25.35,27.83,34.4
43.15,37.97,69.8
67.82,59.4,80.92
124.78,18.92,83.95
97.78,17.5,92.15
93.65,18.73,80.18
71.53,14.3,96.6
55.48,19.83,97.1
45.82,17.62,74.62
40.02,15.35,93.45
39.28,19.77,94.82
45.72,23.35,60.85
62.85,26.95,58.98
72.28,31.5,60.0
75.58,29.95,69.1
70.9,25.78,68.78
69.18,40.47,58.1
60.9,35.03,64.28
51.8,27.7,67.85
41.32,26.28,54.3
39.78,27.12,48.5
38.5,26.05,61.2
48.35,25.65,56.35
68.65,28.72,48.65
96.35,34.35,45.0
96.42,38.6,49.5
110.4,26.72,51.18
81.95,23.7,82.9
49.42,26.22,33.8
44.05,31.42,33.48
43.98,27.55,32.98
43.82,44.05,46.42
59.5,55.68,49.05
69.22,104.5,115.75
74.55,105.32,132.1
74.73,94.28,155.22
80.42,90.82,148.15
92.92,84.05,99.35
72.32,66.88,85.3
57.2,56.03,78.82
55.62,52.53,77.0
56.72,50.8,65.53
60.8,46.7,58.75
77.78,36.4,53.98
75.42,39.75,42.78
64.72,40.5,36.15
65.08,37.2,35.98
61.95,43.2,37.22
42.32,37.62,32.22
35.8,26.33,43.78
31.1,22.58,36.6
28.8,25.62,24.55
27.3,32.9,38.08
36.12,32.33,55.7
58.12,28.22,64.62
71.1,27.55,52.95
64.95,26.75,44.95
60.98,41.98,52.8
71.58,36.35,67.38
68.12,29.12,76.82
56.32,23.6,71.75
56.15,24.1,66.05
45.4,30.62,59.3
39.05,27.68,47.55
52.92,34.5,39.95
57.52,33.78,41.0
58.1,33.52,39.08
57.25,40.33,43.6
57.15,35.2,67.75
57.45,27.45,59.0
47.38,21.25,65.5
45.75,13.77,61.85
40.62,10.07,91.65
57.2,9.75,55.38
68.6,11.75,42.25
71.9,11.12,41.62
73.45,26.98,55.35
68.25,49.62,76.5
68.95,67.5,87.28
78.28,74.88,88.02
73.62,66.1,86.12
63.82,62.7,89.58
62.32,64.5,80.75
76.97,54.72,54.63
69.93,53.1,28.28
74.05,23.92,21.85
71.6,16.6,20.15
69.68,16.1,21.12
56.45,21.22,21.4
40.83,22.08,22.35
35.95,24.85,18.88
31.82,21.32,17.95
31.1,16.32,16.27
33.48,16.77,16.42
46.1,17.45,18.1
55.4,18.1,18.4
56.28,16.42,19.75
50.82,16.0,20.7
32.65,37.95,33.12
26.42,29.67,28.45
21.45,24.45,22.28
22.38,17.95,20.35
33.15,14.15,20.38
38.55,16.05,23.25
40.55,18.32,25.28
41.08,20.52,24.95
29.38,21.55,25.12
23.92,27.3,27.95
31.3,41.47,49.2
44.58,70.03,55.68
62.52,78.18,66.15
76.58,71.62,67.25
82.1,64.0,60.78
77.8,57.65,35.65
73.08,43.8,37.7
55.1,48.88,43.1
43.88,44.55,46.25
33.92,50.68,38.83
31.52,45.68,38.03
