actual,prediction,split
23.03,37.62489,evaluation
20.67,35.29702,evaluation
18.9,33.737553,evaluation
20.8,36.58794,evaluation
21.75,36.837708,evaluation
23.2,39.132015,evaluation
22.52,36.904552,evaluation
23.67,35.095993,evaluation
23.72,33.46281,evaluation
19.9,31.62435,evaluation
19.42,31.650434,evaluation
18.75,31.300703,evaluation
19.75,32.063034,evaluation
22.25,32.954304,evaluation
21.22,32.72846,evaluation
23.9,33.680923,evaluation
24.65,33.684223,evaluation
21.0,37.25925,evaluation
18.73,40.46727,evaluation
21.0,43.831516,evaluation
21.68,45.078403,evaluation
23.1,45.573574,evaluation
26.15,43.90805,evaluation
25.62,42.21355,evaluation
24.22,35.833,evaluation
20.25,35.292095,evaluation
19.2,32.64255,evaluation
19.62,30.008879,evaluation
18.4,31.206991,evaluation
20.92,31.179722,evaluation
20.82,31.419956,evaluation
23.35,31.753454,evaluation
23.6,31.565977,evaluation
20.92,32.989513,evaluation
20.8,33.58302,evaluation
20.62,35.2147,evaluation
19.95,39.20889,evaluation
21.82,42.68022,evaluation
24.65,43.140774,evaluation
24.3,44.769924,evaluation
26.8,45.63753,evaluation
25.02,51.217113,evaluation
22.58,53.482967,evaluation
20.83,52.587826,evaluation
20.52,49.992413,evaluation
25.17,48.96049,evaluation
24.02,45.49338,evaluation
23.85,43.7234,evaluation
24.9,40.895126,evaluation
21.33,37.0459,evaluation
16.8,36.913204,evaluation
19.8,37.121277,evaluation
21.88,35.29045,evaluation
23.85,39.607967,evaluation
23.72,39.819202,evaluation
23.95,37.788067,evaluation
23.63,37.53895,evaluation
22.38,41.252407,evaluation
19.55,48.67793,evaluation
20.0,60.109257,evaluation
23.92,65.66766,evaluation
25.85,67.14876,evaluation
28.92,66.77475,evaluation
28.95,63.169155,evaluation
27.38,58.42504,evaluation
25.9,65.32708,evaluation
22.83,65.65291,evaluation
24.25,65.26846,evaluation
20.55,63.618732,evaluation
18.48,60.497437,evaluation
22.5,57.781006,evaluation
23.05,57.618473,evaluation
25.5,51.763103,evaluation
21.85,52.472153,evaluation
19.4,52.54969,evaluation
20.2,53.144497,evaluation
20.38,52.5106,evaluation
21.65,52.869724,evaluation
23.2,53.594494,evaluation
25.15,53.359173,evaluation
26.78,50.813885,evaluation
21.62,52.416153,evaluation
19.5,57.840916,evaluation
19.32,67.24626,evaluation
22.2,66.79247,evaluation
25.1,65.46162,evaluation
30.4,63.898617,evaluation
33.85,62.881702,evaluation
33.15,60.859497,evaluation
26.65,60.70786,evaluation
24.05,61.369717,evaluation
22.92,65.98392,evaluation
22.45,66.35115,evaluation
23.98,65.77757,evaluation
26.78,64.25535,evaluation
25.6,61.64344,evaluation
25.78,57.053318,evaluation
22.8,54.360535,evaluation
18.7,54.06322,evaluation
21.42,52.39178,evaluation
21.6,50.19601,evaluation
23.7,50.29085,evaluation
26.08,50.342976,evaluation
25.12,50.627106,evaluation
27.33,50.30943,evaluation
21.65,51.700924,evaluation
21.15,53.336628,evaluation
24.12,50.67679,evaluation
26.6,52.369316,evaluation
31.48,54.30513,evaluation
35.83,53.311794,evaluation
32.88,53.25835,evaluation
35.78,53.78836,evaluation
34.18,54.47424,evaluation
27.85,57.440643,evaluation
23.9,58.803516,evaluation
23.48,57.98613,evaluation
23.28,56.23057,evaluation
27.72,53.102898,evaluation
23.6,48.992477,evaluation
26.57,47.069046,evaluation
24.88,48.990723,evaluation
20.6,51.22644,evaluation
20.82,52.252926,evaluation
21.62,50.346397,evaluation
22.1,48.151695,evaluation
23.4,48.43356,evaluation
26.6,50.80689,evaluation
