actual,prediction
23.03,58.1
20.67,55.5
18.9,53.6
20.8,59.1
21.75,61.02
23.2,62.4
22.52,62.72
23.67,63.22
23.72,58.62
19.9,56.98
19.42,59.28
18.75,60.5
19.75,65.12
22.25,64.42
21.22,64.5
23.9,66.0
24.65,67.52
21.0,70.88
18.73,71.05
21.0,67.0
21.68,72.55
23.1,72.95
26.15,69.42
25.62,69.65
24.22,62.02
20.25,55.92
19.2,52.6
19.62,51.03
18.4,57.52
20.92,55.1
20.82,50.68
23.35,48.6
23.6,48.78
20.92,54.53
20.8,58.45
20.62,60.92
19.95,68.53
21.82,74.18
24.65,73.68
24.3,79.43
26.8,81.88
25.02,87.6
22.58,82.7
20.83,76.75
20.52,76.53
25.17,73.35
24.02,70.0
23.85,66.65
24.9,59.62
21.33,55.38
16.8,56.4
19.8,50.67
21.88,51.12
23.85,48.08
23.72,48.18
23.95,46.32
23.63,47.9
22.38,63.05
19.55,79.22
20.0,112.52
23.92,131.7
25.85,134.32
28.92,128.8
28.95,128.98
27.38,107.75
25.9,118.38
22.83,113.38
24.25,107.9
20.55,98.18
18.48,95.28
22.5,84.72
23.05,79.82
25.5,65.28
21.85,53.78
19.4,47.4
20.2,46.7
20.38,53.58
21.65,54.75
23.2,58.98
25.15,57.78
26.78,55.92
21.62,55.72
19.5,64.43
19.32,80.0
22.2,78.0
25.1,75.62
30.4,78.62
33.85,78.82
33.15,69.98
26.65,67.17
24.05,65.52
22.92,62.8
22.45,65.03
23.98,69.25
26.78,64.85
25.6,60.8
25.78,51.05
22.8,44.35
18.7,46.8
21.42,42.63
21.6,42.72
23.7,46.95
26.08,45.1
25.12,44.97
27.33,43.45
21.65,38.35
21.15,40.48
24.12,43.75
26.6,49.15
31.48,57.4
35.83,56.7
32.88,59.9
35.78,63.68
34.18,58.0
27.85,61.88
23.9,57.32
23.48,56.47
23.28,51.6
27.72,55.58
23.6,50.8
26.57,46.25
24.88,42.95
20.6,43.8
20.82,46.33
21.62,42.4
22.1,44.48
23.4,46.75
26.6,51.52
27.92,55.03
23.78,52.47
20.72,56.3
21.35,68.5
23.02,80.38
23.28,82.25
