target_value
44.32
30.7
41.85
34.4
38.52
43.95
49.38
57.22
60.97
46.17
33.67
14.65
7.73
6.2
14.32
42.13
62.6
92.95
106.02
101.0
97.43
94.85
93.73
75.93
76.33
60.57
45.9
50.95
52.85
54.98
59.07
84.53
67.42
126.27
91.1
82.68
52.98
51.18
103.08
144.25
126.22
127.15
116.38
107.48
82.1
85.15
63.1
62.4
54.05
44.82
40.68
38.05
31.6
22.4
31.08
48.62
31.43
21.72
17.07
10.15
11.15
24.25
66.0
84.72
64.9
51.0
38.28
34.6
32.15
26.93
15.08
6.45
4.45
7.6
5.77
7.47
10.88
14.6
16.2
13.55
15.35
15.3
20.75
32.15
41.62
54.3
57.1
60.88
59.85
57.98
51.15
49.7
43.97
37.55
27.2
22.35
29.15
26.95
26.65
30.22
38.58
55.18
64.62
72.05
67.0
81.6
91.43
57.3
60.05
64.32
67.75
64.3
63.1
62.3
62.7
57.62
52.93
35.45
13.53
4.65
5.93
19.27
14.67
24.68
30.05
8.0
12.25
6.7
0.1
6.53
28.65
43.8
44.47
41.38
38.8
29.8
26.6
19.7
23.7
17.42
19.25
15.72
11.73
10.4
13.05
13.95
27.92
30.4
23.3
18.05
13.7
28.55
34.78
80.22
81.0
75.07
19.9
20.15
23.05
29.35
11.22
6.58
4.4
1.4
4.85
19.45
61.68
68.72
18.27
23.92
24.75
23.12
11.6
6.45
7.28
9.78
5.55
4.6
5.92
16.25
62.32
78.57
71.5
56.35
44.8
48.98
26.4
19.12
18.25
11.85
8.43
4.9
5.28
8.82
21.45
75.42
83.43
80.55
69.82
79.18
53.65
45.97
31.6
14.82
15.22
30.83
17.12
46.98
120.12
114.02
116.4
111.25
109.5
90.62
75.42
57.68
70.82
69.55
55.92
46.85
49.68
49.35
98.68
111.38
166.2
63.8
72.18
35.52
16.77
18.88
18.12
10.92
13.82
21.3
42.6
41.5
34.78
25.45
23.02
15.12
12.52
9.07
6.32
7.1
7.6
14.62
16.6
20.1
11.88
3.48
2.85
2.35
3.38
4.88
42.7
51.28
59.8
60.68
40.15
26.72
18.0
10.77
14.9
12.4
14.02
22.38
20.27
20.72
18.92
12.45
12.7
11.77
6.82
7.65
10.18
13.62
19.2
38.88
66.03
65.68
63.02
64.18
56.9
52.7
44.28
42.1
46.58
42.88
18.5
43.6
38.65
53.9
66.18
67.8
52.58
46.42
57.82
105.1
104.52
97.65
119.1
101.3
99.5
85.68
74.32
49.32
49.22
41.92
44.1
40.35
66.72
65.45
32.3
14.95
12.08
13.12
32.32
66.55
79.2
71.53
70.2
64.9
55.97
40.95
30.42
28.3
23.45
28.83
32.9
28.8
19.3
21.72
26.0
27.58
21.65
18.5
15.78
14.0
15.18
31.55
70.12
84.6
78.8
78.03
73.4
62.82
54.7
47.15
46.55
34.22
34.2
38.7
44.0
47.32
60.95
41.7
26.5
11.68
7.62
8.38
11.7
11.7
32.8
80.62
88.4
98.72
92.78
91.48
96.12
104.4
79.4
63.88
68.85
62.5
47.78
43.3
54.53
107.08
108.7
107.57
79.43
94.45
54.32
27.18
20.2
40.17
78.32
107.45
118.62
128.4
134.2
122.55
123.28
116.55
90.82
66.75
66.12
61.75
50.28
40.78
28.72
32.65
47.82
63.82
27.17
60.22
59.3
60.18
61.53
49.4
22.8
20.25
41.42
38.62
31.3
15.77
29.72
6.02
8.85
17.45
30.98
26.7
25.83
44.38
50.22
36.5
37.98
48.85
35.4
25.22
11.82
15.68
18.12
15.2
28.92
34.0
34.3
37.22
24.67
19.5
14.58
15.15
13.48
21.2
23.92
27.85
36.9
22.35
7.18
8.7
14.82
11.6
10.73
18.42
55.65
62.42
51.4
53.22
46.7
44.97
46.35
34.95
32.08
34.92
33.6
34.85
29.75
24.33
9.32
2.12
5.12
9.9
32.95
14.62
11.32
11.52
5.35
8.48
1.45
3.78
21.5
24.2
22.5
26.65
15.5
10.35
20.08
18.48
20.0
24.82
16.2
8.62
9.35
28.67
31.95
32.55
40.35
26.25
19.12
28.6
13.55
6.57
10.9
2.25
2.25
0.7
2.97
2.88
4.2
6.6
29.18
45.55
40.4
36.5
32.5
19.82
21.25
15.92
13.9
11.78
11.28
18.95
