neighbor__124,neighbor__1421,neighbor__1426
0.15044268409718398,0.4722338411237354,0.38398747110170794
0.24984178281416694,0.3727771454943236,-0.14413821331850954
0.22739682503936426,0.20372606997155723,0.28821137414738074
0.06130413750582508,0.10502858575916353,-0.0006679466257926334
-0.05957799222418304,0.05011229326149853,0.15908813412393558
-0.09997891621882765,0.027335950750946032,0.3696404444324364
0.0949715741680291,0.09364041450388745,0.5801927547409371
0.27613444763607853,0.21410195933747544,0.8841946171384778
0.09176515162877154,-0.05870800984447395,1.029603671218934
-0.05957799222418304,-0.18828009168228285,0.4557226044480665
-0.32731427425218546,-0.37504610026881224,-0.028974242486788017
-0.4190179588749503,-0.6832859355782874,-0.7664889647828628
-0.5639482576493899,-0.6210305993827777,-1.0348171392459982
-0.6033872548822573,-0.6516521265358537,-1.0941440333108243
-0.5184170575919332,-0.43502380221326675,-0.7792849615419428
-0.3645087757075725,0.12679264638035798,0.29906858351872156
0.3745716195912842,0.6676042457698067,1.0928081400592393
0.7032299298651791,1.0365809944407551,2.269652084417066
1.2149749671306784,0.7607341795907321,2.77645110757215
1.1681611980575186,0.5271501336214005,2.581796853843112
0.8869579413646347,0.6607713430166411,2.443367434358518
0.6118468874963402,0.7594688272290347,2.3433260051511637
0.29537298287162367,0.16905541526104964,2.299897167665801
-0.02045963724524142,-0.531949793119284,1.6096888576305683
-0.04386652178182117,-0.3105131298222471,1.6251991567324833
-0.3308413390453687,-0.15664628263984903,1.0140933721170189
-0.5254711871782998,-0.1682875243674647,0.4452531525542735
-0.7130469057248643,-0.19485992396310903,0.6410706787159549
-0.7499207649263256,-0.3909895400261988,0.7147445994500528
-0.6963735085207251,-0.21434635033324836,0.7973369421677517
-0.09260414437853547,0.20752212705664924,0.9559297504848363
1.4791841843654974,-0.0283395531637374,1.943160288321748
1.0472790683275104,-0.4876624604598766,1.2797072442373192
0.07990138823351882,-0.6238143745785119,3.561659999606614
-0.37412804332534516,-0.8115926650543991,2.1979169510707073
-0.2417027924540098,-0.7546518087780182,1.8714251549753897
-0.4363326405869409,-0.7602193591694866,0.719785446658175
