neighbor__124,neighbor__1421,neighbor__1426
497.75,231.25,474.0
490.25,223.25,416.0
397.75,222.0,370.0
318.5,223.25,340.0
277.5,206.0,301.0
214.0,242.0,280.0
290.25,266.75,300.0
374.75,259.75,355.5
445.75,267.5,397.5
388.25,251.75,397.0
286.5,171.0,383.0
230.0,282.25,272.0
134.75,266.5,181.0
26.25,338.0,181.0
49.0,175.5,144.5
57.5,64.25,106.5
68.25,102.25,86.5
129.25,152.0,81.5
146.25,156.5,98.5
242.0,152.0,206.0
291.25,127.0,300.5
284.0,136.25,309.0
373.25,166.0,306.5
407.75,234.5,309.0
372.75,248.0,349.5
325.5,210.75,374.5
234.5,208.5,353.5
191.25,182.25,327.5
128.0,183.5,301.5
182.0,199.5,276.0
191.0,216.0,247.0
228.5,219.5,220.0
276.25,224.5,208.5
217.75,196.0,214.0
155.0,153.25,187.5
101.25,128.75,145.5
56.0,115.5,119.5
108.25,109.0,111.5
109.5,91.75,93.5
117.5,84.75,80.5
143.75,81.75,91.0
83.25,67.75,81.5
75.5,46.25,65.5
50.0,48.0,50.0
39.0,50.75,41.5
46.0,50.5,41.5
64.75,52.75,43.5
73.0,54.5,50.0
107.25,53.5,50.0
50.25,32.0,37.0
30.0,23.0,13.5
18.0,17.5,5.5
20.5,16.75,26.0
45.75,32.0,43.0
89.75,42.75,36.5
57.75,39.0,37.5
48.0,46.25,45.0
57.0,63.75,47.0
52.0,52.25,52.0
58.0,56.75,54.5
67.75,60.0,62.5
96.5,64.25,66.5
138.25,70.75,59.0
105.0,82.75,60.0
93.75,91.75,59.0
58.5,83.25,51.5
37.0,81.25,52.0
68.25,87.0,69.5
76.5,74.5,72.5
107.0,73.5,54.0
145.5,73.25,48.5
93.5,68.25,51.0
86.0,65.25,56.5
55.5,62.75,63.0
102.25,68.5,60.5
115.25,93.75,63.0
139.5,114.5,95.5
174.0,124.75,150.5
165.5,120.5,250.0
177.5,121.5,272.5
158.0,164.25,191.0
184.0,140.0,138.0
158.0,97.75,113.0
149.75,116.75,94.25
147.75,109.5,66.25
216.0,99.25,60.25
223.0,124.75,65.0
216.25,203.25,93.75
179.5,211.25,130.75
154.25,201.0,172.75
227.0,214.5,172.0
295.0,224.5,162.75
137.75,150.75,129.0
98.0,131.25,136.75
53.25,130.25,128.75
91.5,136.5,144.0
132.75,150.0,148.5
181.25,173.5,154.25
228.25,187.0,155.0
188.5,167.5,140.25
166.0,130.25,117.5
90.0,75.5,65.75
82.0,78.0,61.75
58.0,67.25,81.5
123.0,89.5,105.5
132.0,92.5,68.5
89.0,70.5,67.25
102.0,72.75,59.0
68.0,60.25,54.25
50.0,50.5,47.25
40.25,31.5,44.0
35.0,36.75,53.0
38.75,39.75,64.5
58.0,41.5,70.0
93.5,42.5,61.75
123.75,54.5,56.75
106.0,66.75,83.0
92.0,65.5,137.5
97.5,73.0,109.0
96.75,75.5,100.25
83.25,76.75,99.5
76.0,56.0,88.25
84.5,53.25,62.25
70.5,60.5,42.75
71.5,59.0,43.0
121.0,94.5,75.0
178.0,148.25,109.0
204.75,147.0,120.5
187.25,139.0,140.0
203.5,154.0,117.25
155.25,133.75,104.0
136.5,123.0,105.75
124.75,108.25,100.0
325.0,227.5,169.25
262.0,170.5,170.75
148.25,125.5,120.75
108.5,90.25,92.75
86.0,77.5,68.5
59.0,64.25,57.0
50.0,38.5,68.75
70.5,51.0,56.75
93.5,89.25,54.25
98.25,108.5,75.25
113.75,123.0,120.0
132.25,133.5,178.75
140.25,130.75,174.5
157.0,137.0,164.75
164.0,137.5,138.75
148.25,129.25,136.25
147.5,128.25,140.75
193.5,144.25,134.0
231.25,173.75,134.5
247.75,208.75,143.75
214.0,186.25,168.75
210.25,174.0,179.0
172.5,170.5,193.75
171.75,168.75,192.25
151.25,154.0,174.25
97.0,101.25,118.25
77.0,64.5,86.0
54.0,48.75,62.25
48.0,41.25,45.25
55.75,40.25,48.5
62.75,47.75,58.0
58.75,59.0,67.5
68.25,67.0,91.75
107.25,103.0,140.75
132.75,138.25,174.5
137.25,137.25,209.0
156.0,143.25,218.25
181.75,144.5,213.0
159.0,135.5,189.25
188.75,162.75,170.75
184.0,146.5,169.5
168.5,148.0,167.75
187.75,177.0,158.0
228.75,182.0,162.0
243.0,181.5,183.5
251.5,194.5,209.25
258.5,205.5,195.75
204.75,179.75,169.75
133.0,139.25,130.75
113.5,98.25,103.25
95.75,83.0,88.75
75.0,60.5,66.5
49.75,55.0,54.0
50.75,51.5,47.25
69.5,53.25,47.0
92.75,68.75,75.75
143.75,110.0,145.25
218.0,185.0,157.75
