feature_time,neighbor__124,neighbor__1426,neighbor__5024,target_value,prediction_time
2019-01-01 00:00:00,49.08,44.32,156.9,70.63,2019-01-01 00:00:00
2019-01-01 01:00:00,52.18,30.7,142.12,66.7,2019-01-01 01:00:00
2019-01-01 03:00:00,51.48,41.85,113.48,60.02,2019-01-01 03:00:00
2019-01-01 04:00:00,46.3,34.4,108.18,56.12,2019-01-01 04:00:00
2019-01-01 05:00:00,42.53,38.52,88.02,53.95,2019-01-01 05:00:00
2019-01-01 06:00:00,41.27,43.95,72.75,53.05,2019-01-01 06:00:00
2019-01-01 07:00:00,47.35,49.38,77.95,55.67,2019-01-01 07:00:00
2019-01-01 08:00:00,53.0,57.22,111.57,60.43,2019-01-01 08:00:00
2019-01-01 09:00:00,47.25,60.97,125.4,49.65,2019-01-01 09:00:00
2019-01-01 10:00:00,42.53,46.17,103.22,44.53,2019-01-01 10:00:00
2019-01-01 11:00:00,34.18,33.67,136.67,37.15,2019-01-01 11:00:00
2019-01-01 12:00:00,31.32,14.65,135.55,24.97,2019-01-01 12:00:00
2019-01-01 13:00:00,26.8,7.73,118.12,27.43,2019-01-01 13:00:00
2019-01-01 14:00:00,25.57,6.2,90.47,26.22,2019-01-01 14:00:00
2019-01-01 15:00:00,28.22,14.32,83.77,34.78,2019-01-01 15:00:00
2019-01-01 16:00:00,33.02,42.13,78.75,56.98,2019-01-01 16:00:00
2019-01-01 17:00:00,56.07,62.6,68.92,78.35,2019-01-01 17:00:00
2019-01-01 18:00:00,66.32,92.95,83.43,92.93,2019-01-01 18:00:00
2019-01-01 19:00:00,82.28,106.02,123.65,82.03,2019-01-01 19:00:00
2019-01-01 20:00:00,80.82,101.0,97.23,72.8,2019-01-01 20:00:00
2019-01-01 21:00:00,72.05,97.43,114.25,78.08,2019-01-01 21:00:00
2019-01-01 22:00:00,63.47,94.85,140.85,81.98,2019-01-01 22:00:00
2019-01-01 23:00:00,53.6,93.73,140.8,58.65,2019-01-01 23:00:00
2019-01-02 00:00:00,43.75,75.93,126.82,30.95,2019-01-02 00:00:00
2019-01-02 01:00:00,43.02,76.33,110.75,39.7,2019-01-02 01:00:00
2019-01-02 03:00:00,34.07,60.57,84.0,45.78,2019-01-02 03:00:00
2019-01-02 04:00:00,28.0,45.9,62.85,45.32,2019-01-02 04:00:00
2019-01-02 05:00:00,22.15,50.95,54.88,44.27,2019-01-02 05:00:00
2019-01-02 06:00:00,21.0,52.85,56.73,36.52,2019-01-02 06:00:00
2019-01-02 07:00:00,22.67,54.98,55.38,43.5,2019-01-02 07:00:00
2019-01-02 08:00:00,41.5,59.07,79.3,60.17,2019-01-02 08:00:00
2019-01-02 09:00:00,90.52,84.53,114.2,50.85,2019-01-02 09:00:00
2019-01-02 10:00:00,77.05,67.42,138.55,32.7,2019-01-02 10:00:00
2019-01-02 11:00:00,46.88,126.27,166.92,27.32,2019-01-02 11:00:00
2019-01-02 12:00:00,32.72,91.1,153.92,19.9,2019-01-02 12:00:00
2019-01-02 13:00:00,36.85,82.68,130.83,22.15,2019-01-02 13:00:00
2019-01-02 14:00:00,30.78,52.98,110.4,21.93,2019-01-02 14:00:00
2019-01-02 15:00:00,22.95,51.18,86.2,15.12,2019-01-02 15:00:00
2019-01-02 16:00:00,27.42,103.08,85.08,19.5,2019-01-02 16:00:00
2019-01-02 17:00:00,67.0,144.25,86.1,39.62,2019-01-02 17:00:00
2019-01-02 18:00:00,72.6,126.22,166.53,49.23,2019-01-02 18:00:00
2019-01-02 19:00:00,72.6,127.15,121.67,65.5,2019-01-02 19:00:00
2019-01-02 20:00:00,66.82,116.38,132.1,77.0,2019-01-02 20:00:00
2019-01-02 21:00:00,61.8,107.48,159.97,48.3,2019-01-02 21:00:00
2019-01-02 22:00:00,64.25,82.1,178.92,29.08,2019-01-02 22:00:00
2019-01-02 23:00:00,51.33,85.15,193.55,22.6,2019-01-02 23:00:00
2019-01-03 00:00:00,38.3,63.1,173.4,53.08,2019-01-03 00:00:00
2019-01-03 01:00:00,39.57,62.4,148.62,58.93,2019-01-03 01:00:00
2019-01-03 03:00:00,70.1,54.05,88.23,61.17,2019-01-03 03:00:00
2019-01-03 04:00:00,64.55,44.82,81.95,64.2,2019-01-03 04:00:00
2019-01-03 05:00:00,59.15,40.68,79.35,60.15,2019-01-03 05:00:00
2019-01-03 06:00:00,62.52,38.05,78.72,54.93,2019-01-03 06:00:00
2019-01-03 07:00:00,60.42,31.6,87.0,54.5,2019-01-03 07:00:00
2019-01-03 08:00:00,70.2,22.4,121.45,62.32,2019-01-03 08:00:00
2019-01-03 09:00:00,81.5,31.08,146.8,75.98,2019-01-03 09:00:00
2019-01-03 10:00:00,72.72,48.62,137.5,81.3,2019-01-03 10:00:00
2019-01-03 11:00:00,63.25,31.43,127.65,52.1,2019-01-03 11:00:00
2019-01-03 12:00:00,53.7,21.72,109.1,37.33,2019-01-03 12:00:00
2019-01-03 13:00:00,37.93,17.07,74.62,32.75,2019-01-03 13:00:00
2019-01-03 14:00:00,33.77,10.15,66.85,25.68,2019-01-03 14:00:00
2019-01-03 15:00:00,30.83,11.15,57.62,28.72,2019-01-03 15:00:00
2019-01-03 16:00:00,35.8,24.25,66.75,34.8,2019-01-03 16:00:00
2019-01-03 17:00:00,58.93,66.0,81.88,44.7,2019-01-03 17:00:00
2019-01-03 18:00:00,82.48,84.72,118.85,63.75,2019-01-03 18:00:00
2019-01-03 19:00:00,86.1,64.9,155.3,69.95,2019-01-03 19:00:00
2019-01-03 20:00:00,86.57,51.0,151.45,71.33,2019-01-03 20:00:00
2019-01-03 21:00:00,74.9,38.28,141.33,64.15,2019-01-03 21:00:00
2019-01-03 22:00:00,65.9,34.6,132.95,59.35,2019-01-03 22:00:00
2019-01-03 23:00:00,60.47,32.15,120.12,52.45,2019-01-03 23:00:00
2019-01-04 00:00:00,52.27,26.93,87.98,51.32,2019-01-04 00:00:00
2019-01-04 01:00:00,46.75,15.08,71.32,45.6,2019-01-04 01:00:00
2019-01-04 03:00:00,38.4,6.45,54.65,31.65,2019-01-04 03:00:00
2019-01-04 04:00:00,34.1,4.45,51.68,30.05,2019-01-04 04:00:00
2019-01-04 05:00:00,33.15,7.6,61.1,27.4,2019-01-04 05:00:00
2019-01-04 06:00:00,32.63,5.77,97.0,21.18,2019-01-04 06:00:00
2019-01-04 07:00:00,29.73,7.47,104.12,24.98,2019-01-04 07:00:00
2019-01-04 08:00:00,35.0,10.88,102.35,27.82,2019-01-04 08:00:00
2019-01-04 09:00:00,38.2,14.6,104.57,40.2,2019-01-04 09:00:00
2019-01-04 10:00:00,48.3,16.2,109.2,48.23,2019-01-04 10:00:00
2019-01-04 11:00:00,57.7,13.55,99.5,62.0,2019-01-04 11:00:00
2019-01-04 12:00:00,63.55,15.35,82.08,65.5,2019-01-04 12:00:00
2019-01-04 13:00:00,66.45,15.3,81.67,70.82,2019-01-04 13:00:00
2019-01-04 14:00:00,61.88,20.75,89.23,76.8,2019-01-04 14:00:00
2019-01-04 15:00:00,70.6,32.15,90.4,72.55,2019-01-04 15:00:00
2019-01-04 16:00:00,74.88,41.62,101.27,75.5,2019-01-04 16:00:00
2019-01-04 17:00:00,77.55,54.3,159.9,84.65,2019-01-04 17:00:00
2019-01-04 18:00:00,80.08,57.1,162.02,81.43,2019-01-04 18:00:00
2019-01-04 19:00:00,83.35,60.88,162.87,85.47,2019-01-04 19:00:00
2019-01-04 20:00:00,78.27,59.85,144.28,78.4,2019-01-04 20:00:00
2019-01-04 21:00:00,77.9,57.98,132.28,76.98,2019-01-04 21:00:00
2019-01-04 22:00:00,79.48,51.15,96.0,78.48,2019-01-04 22:00:00
2019-01-04 23:00:00,62.53,49.7,72.43,76.5,2019-01-04 23:00:00
2019-01-05 00:00:00,56.35,43.97,68.85,76.32,2019-01-05 00:00:00
2019-01-05 01:00:00,52.23,37.55,67.95,48.1,2019-01-05 01:00:00
2019-01-05 03:00:00,34.9,27.2,57.75,37.13,2019-01-05 03:00:00
2019-01-05 04:00:00,30.92,22.35,91.3,36.47,2019-01-05 04:00:00
2019-01-05 05:00:00,26.55,29.15,106.65,31.75,2019-01-05 05:00:00
2019-01-05 06:00:00,26.0,26.95,96.8,30.93,2019-01-05 06:00:00
2019-01-05 07:00:00,29.3,26.65,89.1,27.12,2019-01-05 07:00:00
2019-01-05 08:00:00,39.1,30.22,91.45,28.7,2019-01-05 08:00:00
2019-01-05 09:00:00,78.25,38.58,87.83,28.1,2019-01-05 09:00:00
2019-01-05 10:00:00,58.3,55.18,99.15,25.88,2019-01-05 10:00:00
