target_value
70.63
66.7
60.02
56.12
53.95
53.05
55.67
60.43
49.65
44.53
37.15
24.97
27.43
26.22
34.78
56.98
78.35
92.93
82.03
72.8
78.08
81.98
58.65
30.95
39.7
45.78
45.32
44.27
36.52
43.5
60.17
50.85
32.7
27.32
19.9
22.15
21.93
15.12
19.5
39.62
49.23
65.5
77.0
48.3
29.08
22.6
53.08
58.93
61.17
64.2
60.15
54.93
54.5
62.32
75.98
81.3
52.1
37.33
32.75
25.68
28.72
34.8
44.7
63.75
69.95
71.33
64.15
59.35
52.45
51.32
45.6
31.65
30.05
27.4
21.18
24.98
27.82
40.2
48.23
62.0
65.5
70.82
76.8
72.55
75.5
84.65
81.43
85.47
78.4
76.98
78.48
76.5
76.32
48.1
37.13
36.47
31.75
30.93
27.12
28.7
28.1
25.88
26.73
18.63
12.3
9.45
8.6
11.93
26.47
53.85
61.8
63.2
60.0
58.07
49.8
49.83
48.2
41.7
45.57
29.28
29.4
29.15
26.3
27.92
32.8
43.23
50.0
37.9
25.13
24.57
54.32
66.78
66.68
77.05
60.15
49.7
53.65
48.45
36.72
34.38
26.92
22.3
23.38
21.28
20.78
25.2
42.1
48.22
51.78
54.4
24.28
31.65
38.0
72.68
72.53
82.35
26.52
27.02
29.4
34.45
31.02
22.15
18.73
15.38
15.55
16.38
34.83
49.35
28.82
22.62
27.9
33.7
38.32
29.3
26.3
23.67
19.88
20.7
20.23
30.12
55.4
110.6
111.68
111.07
102.15
87.08
57.98
58.88
49.88
44.75
35.1
33.28
33.4
36.3
57.48
91.55
105.4
101.75
106.42
107.62
97.7
105.62
41.85
22.75
28.88
33.1
30.92
36.65
106.3
86.35
67.82
55.3
47.53
20.17
67.65
77.72
65.3
94.35
89.3
72.1
91.05
88.25
80.05
77.15
51.2
25.98
46.78
71.2
38.03
22.08
14.4
33.72
51.05
87.65
138.72
146.3
131.38
96.45
88.2
83.25
75.45
52.48
39.3
30.9
27.85
34.1
32.62
34.17
39.55
45.8
40.48
205.0
29.2
22.05
38.75
62.58
78.47
78.08
72.18
62.38
44.08
42.72
42.42
31.45
23.98
19.25
20.6
26.4
35.02
42.98
44.82
43.3
37.4
31.85
31.6
32.88
39.72
50.75
76.55
95.48
99.35
85.5
72.5
65.62
60.05
58.38
46.35
50.08
60.65
58.62
33.4
35.72
37.92
36.6
37.43
39.25
58.92
97.3
93.2
97.42
95.05
62.32
47.32
38.33
71.25
70.95
70.78
57.0
54.32
59.6
110.15
149.98
108.78
98.98
92.28
58.65
66.2
111.52
124.93
139.5
124.9
150.88
111.98
90.3
81.18
72.38
64.03
60.92
51.98
50.5
47.03
55.5
72.32
57.6
48.88
44.45
38.0
34.98
32.4
39.92
77.5
102.08
115.25
110.02
95.35
81.4
79.5
74.98
73.38
58.4
54.95
50.35
50.02
57.32
62.78
62.2
60.45
59.12
40.88
38.12
35.75
48.05
56.02
76.95
65.0
84.95
95.48
111.12
123.7
117.95
81.07
50.75
57.42
69.82
68.88
67.3
76.92
87.15
38.95
69.75
45.58
74.9
43.28
21.42
28.02
32.78
48.75
81.47
31.3
30.2
48.18
69.4
66.53
55.62
49.45
37.53
34.75
39.25
44.0
39.52
40.98
32.08
19.2
14.68
14.35
20.38
20.3
25.12
30.72
18.88
15.62
12.8
14.7
14.75
25.32
28.08
11.98
