actual,prediction,split
42.37,49.223351022278095,evaluation
38.3,47.90630464142495,evaluation
35.75,46.96218569470856,evaluation
44.98,47.332941600602325,evaluation
52.08,47.81373703862671,evaluation
52.8,49.88623904548408,evaluation
55.42,47.34164294525032,evaluation
46.38,46.778924253690754,evaluation
36.55,45.989019921771934,evaluation
39.88,44.09909872894547,evaluation
41.65,44.6233406696219,evaluation
39.35,44.54248489648703,evaluation
38.65,45.61229268886471,evaluation
40.35,45.3002645423804,evaluation
38.6,45.722146149667104,evaluation
39.2,47.48787723177185,evaluation
39.48,46.79637383690324,evaluation
52.42,49.35557688936732,evaluation
56.22,51.89016948665199,evaluation
54.18,54.74038437232807,evaluation
49.9,55.51872843306461,evaluation
48.62,55.82743651864466,evaluation
47.92,54.70639394995715,evaluation
43.38,53.783872420725146,evaluation
39.85,49.58849346689138,evaluation
46.12,47.43584349620397,evaluation
33.15,45.87722330890341,evaluation
25.2,42.65674764790597,evaluation
26.45,44.14288763056162,evaluation
30.95,42.83332288444298,evaluation
39.88,43.21617757367709,evaluation
38.42,45.633242919830415,evaluation
31.35,45.95597514259712,evaluation
36.05,45.379561009389626,evaluation
36.25,45.58468934196863,evaluation
35.15,47.67570760074848,evaluation
39.45,52.10207694267663,evaluation
46.88,53.007846658895005,evaluation
46.8,54.61029697032304,evaluation
53.62,55.72960752829716,evaluation
54.25,56.33498787266318,evaluation
62.75,58.76030306910331,evaluation
57.55,60.2087991695824,evaluation
47.68,57.05785799843748,evaluation
46.18,57.76506839676313,evaluation
45.08,58.19099755530403,evaluation
42.28,57.04240087163431,evaluation
42.25,56.66917450091289,evaluation
36.98,53.85722424230571,evaluation
31.3,47.53640418334199,evaluation
26.75,49.00752077269699,evaluation
23.0,50.914314082279326,evaluation
19.5,48.800708041009045,evaluation
20.27,51.498198613599016,evaluation
23.38,51.33668647255941,evaluation
32.2,50.63022570838687,evaluation
39.9,50.775595411775086,evaluation
46.22,51.759733806636426,evaluation
59.98,58.70448777155635,evaluation
77.7,66.93246495152901,evaluation
95.65,68.65213774971886,evaluation
105.1,70.35403933671041,evaluation
96.5,72.33479210472714,evaluation
72.3,72.0976349213699,evaluation
61.3,65.67988165451722,evaluation
73.1,68.71791698492333,evaluation
84.82,68.13044518257696,evaluation
68.8,68.03298533406138,evaluation
48.3,63.06048486515528,evaluation
43.3,62.291235621726166,evaluation
42.12,61.4488789957218,evaluation
39.88,61.82620378713016,evaluation
31.07,57.49238031959906,evaluation
34.05,53.62754601749985,evaluation
40.3,50.48704163877012,evaluation
36.85,50.096646157909305,evaluation
35.72,52.829218946023175,evaluation
37.9,53.13801180996049,evaluation
37.75,54.90606631600124,evaluation
36.7,55.84827735188121,evaluation
36.0,54.99971908568273,evaluation
43.5,53.15376624550122,evaluation
65.7,55.495075304126665,evaluation
103.52,60.18352133790547,evaluation
98.98,60.53302841139645,evaluation
84.68,61.74812319725458,evaluation
79.18,61.609135860809495,evaluation
77.6,63.28952402519382,evaluation
70.78,60.74933873879056,evaluation
69.48,59.27260863817303,evaluation
69.3,57.72727452211058,evaluation
59.55,59.90731971282675,evaluation
54.82,61.52684747563448,evaluation
56.42,65.45934383369324,evaluation
54.7,63.81218485058581,evaluation
48.38,58.49667664797604,evaluation
40.53,56.451614816983295,evaluation
37.2,51.76092012591809,evaluation
33.3,50.01974331606876,evaluation
33.4,50.51949948244819,evaluation
29.8,50.7273745445528,evaluation
33.62,52.68760133145928,evaluation
35.4,53.327900778724654,evaluation
33.15,52.57649564836305,evaluation
30.5,54.71082017652985,evaluation
30.08,48.65313094716428,evaluation
29.4,51.2474601550561,evaluation
30.45,52.72297633832349,evaluation
32.55,54.59904640131436,evaluation
41.75,57.3577531864344,evaluation
43.25,57.7436227953654,evaluation
45.75,59.19058800258044,evaluation
46.25,60.66663042626519,evaluation
57.65,57.90817097033119,evaluation
59.62,57.3899431284087,evaluation
53.62,56.06634723356954,evaluation
44.72,56.21345960430644,evaluation
46.08,53.95725449900107,evaluation
41.88,56.16501641941734,evaluation
36.17,53.47928564076821,evaluation
28.78,52.22958499307176,evaluation
33.22,51.97080818131986,evaluation
32.85,50.20213622315028,evaluation
37.12,50.85401350247649,evaluation
38.98,51.07943545659791,evaluation
32.33,50.908898952286656,evaluation
32.05,52.13307441462045,evaluation
41.42,55.04043390673221,evaluation
41.82,56.18711365527143,evaluation
44.62,54.873508006295786,evaluation
40.33,53.17750632150992,evaluation
40.92,56.92908309699386,evaluation
48.03,62.02977328998877,evaluation
53.25,62.3298529044602,evaluation
49.2,60.706610568067205,evaluation
43.28,58.94007961188806,evaluation
41.02,59.937514429109605,evaluation
39.9,56.65803039639211,evaluation
43.68,57.04486376451692,evaluation
42.18,54.38633749523379,evaluation
42.1,53.00353764560416,evaluation
44.92,53.06850968166263,evaluation
37.9,56.1616266916388,evaluation
29.1,51.33146369855585,evaluation
25.17,51.94996998890357,evaluation
25.52,48.048813030990935,evaluation
24.1,46.559328323487726,evaluation
25.3,47.08734212792852,evaluation
24.38,46.86072212728234,evaluation
23.5,48.790590508665616,evaluation
26.35,49.25550769704625,evaluation
27.8,51.71689491244219,evaluation
27.85,52.13482390122532,evaluation
29.7,52.14989600696367,evaluation
32.12,52.41823162224252,evaluation
34.85,51.179242735928646,evaluation
31.75,50.9426149357688,evaluation
34.45,51.992662810817485,evaluation
36.05,53.70032587404609,evaluation
35.28,55.52075177857664,evaluation
35.0,57.19651267319537,evaluation
49.95,60.06177853007726,evaluation
56.02,58.52253985716747,evaluation
49.45,57.57234043410437,evaluation
43.32,53.97278760514895,evaluation
49.52,58.63726474923306,evaluation
48.6,60.7999864167726,evaluation
40.0,60.36630029996017,evaluation
31.6,60.85648967912729,evaluation
34.65,56.61147518254899,evaluation
39.5,51.34378925558244,evaluation
35.2,50.3206607552902,evaluation
39.55,53.48153593771256,evaluation
51.58,55.13095386733372,evaluation
51.95,58.83500023521592,evaluation
56.08,58.19064225670773,evaluation
49.6,56.42001949818239,evaluation
39.72,56.26004956318837,evaluation
35.95,54.95777805211194,evaluation
32.25,53.743315059327934,evaluation
32.5,53.36192339111984,evaluation
32.88,53.83615755260757,evaluation
35.17,53.02141148097069,evaluation
31.55,54.95231107184148,evaluation
63.28,58.26411619652123,evaluation
85.68,63.920639034725454,evaluation
89.2,67.66633251093624,evaluation
83.75,67.4450607132004,evaluation
77.97,67.60937654627124,evaluation
66.75,65.98080566399554,evaluation
59.47,63.19594529543688,evaluation
42.0,60.76770383294428,evaluation
40.25,58.10067674536004,evaluation
48.9,53.62915472309415,evaluation
53.98,56.0255558885942,evaluation
48.38,57.58634790739397,evaluation
31.62,55.858574877106165,evaluation
35.28,52.64781185760635,evaluation
50.15,54.875716964402045,evaluation
56.58,56.17961713073132,evaluation
84.75,61.95999204498492,evaluation
77.52,66.57802350016007,evaluation
77.42,63.16840075950092,evaluation
65.82,60.88519562658404,evaluation
71.25,65.89800924161321,evaluation
77.65,62.01962031601052,evaluation
76.5,58.46551502604673,evaluation
82.1,57.62164388179962,evaluation
94.85,59.94367367544575,evaluation
86.72,65.97617356192545,evaluation
70.65,64.15375270985136,evaluation
57.1,68.74645998124124,evaluation
43.8,65.137829768075,evaluation
39.15,63.16855588053312,evaluation
33.8,62.90812341223786,evaluation
30.68,57.85716477014269,evaluation
26.88,55.61884685919052,evaluation
25.5,56.91037955926018,evaluation
23.42,52.63518418082797,evaluation
30.32,52.485162987291424,evaluation
43.6,52.88873209717408,evaluation
39.58,53.651652944959785,evaluation
40.2,53.64470679625772,evaluation
38.17,52.905982382414265,evaluation
41.92,54.17087847612968,evaluation
50.85,56.06361654800818,evaluation
60.9,56.27209697804613,evaluation
50.18,57.08432831192704,evaluation
50.75,57.17759743745777,evaluation
49.18,58.861654370556,evaluation
51.6,58.76021078699261,evaluation
47.45,58.61969271698091,evaluation
57.65,58.56265760520744,evaluation
59.02,56.32823313927923,evaluation
56.3,57.86138593906136,evaluation
47.6,57.25039263357554,evaluation
51.55,57.865265827850834,evaluation
44.62,55.37224485963438,evaluation
51.28,55.49614936959634,evaluation
41.4,51.71163828679675,evaluation
34.95,50.88366964968128,evaluation
31.3,50.9738693212997,evaluation
28.15,49.75002568939972,evaluation
27.4,50.33016766072316,evaluation
28.72,50.77279323678337,evaluation
32.7,50.7514973415381,evaluation
36.3,49.076803676961255,evaluation
32.25,50.81272711927268,evaluation
36.3,50.893701808599154,evaluation
35.75,53.41703756188686,evaluation
36.12,57.22425383581985,evaluation
38.38,56.980252970307696,evaluation
38.35,53.74491199281887,evaluation
35.65,54.13095107428128,evaluation
36.62,53.75219714256736,evaluation
47.78,55.76062932387477,evaluation
55.9,58.6570071997206,evaluation
53.82,56.1576794527963,evaluation
60.0,56.31814964976965,evaluation
63.65,57.101358302477664,evaluation
59.58,53.36100432168797,evaluation
52.92,54.28239720028508,evaluation
47.85,52.81214946012323,evaluation
47.45,53.5026662816742,evaluation
38.2,50.160600445709775,evaluation
33.05,51.40148076566109,evaluation
32.92,52.47580075786106,evaluation
23.28,52.30970090330927,evaluation
30.05,50.947753943490525,evaluation
34.02,51.20128613006642,evaluation
42.05,50.57614305530102,evaluation
38.47,50.92713692645143,evaluation
40.2,54.34134168394654,evaluation
48.85,51.08299321147869,evaluation
42.12,52.06469354499135,evaluation
57.62,53.5386116663184,evaluation
42.78,53.741224140995634,evaluation
41.48,58.05971961416429,evaluation
37.12,55.22311211421005,evaluation
34.1,53.83687524250761,evaluation
38.8,55.082036766478986,evaluation
47.82,54.83872928619023,evaluation
50.0,54.81150087901749,evaluation
52.92,57.07005463385918,evaluation
57.62,57.33773120801242,evaluation
54.62,57.05197342587826,evaluation
46.55,55.42424625282702,evaluation
36.35,54.969788062608565,evaluation
37.28,51.192673050685286,evaluation
31.35,49.36910579598728,evaluation
28.05,48.83523216191508,evaluation
26.1,46.76453659802244,evaluation
32.95,46.76439329250327,evaluation
36.85,46.91504937584145,evaluation
30.58,47.03413483757643,evaluation
30.1,47.57841489918914,evaluation
31.18,50.19521680446076,evaluation
28.08,49.26650564524243,evaluation
27.95,50.66577964055899,evaluation
30.5,50.61387930962871,evaluation
35.6,52.53415303007562,evaluation
36.25,53.44830107863904,evaluation
38.12,54.46991470823895,evaluation
33.95,53.90680719819871,evaluation
42.3,53.356507236785376,evaluation
49.9,51.9885018796256,evaluation
57.52,54.82770188920911,evaluation
50.0,55.530947172073446,evaluation
48.85,53.40448337004444,evaluation
47.68,51.91457561936112,evaluation
44.08,53.2746936869362,evaluation
42.05,49.90654600761767,evaluation
42.25,47.3968558011115,evaluation
35.4,45.98457323775623,evaluation
41.58,47.67141021860936,evaluation
30.02,49.24870047457415,evaluation
28.35,50.33181568477407,evaluation
30.62,52.13844877967319,evaluation
33.15,49.18028285313688,evaluation
32.6,48.65539603546893,evaluation
35.48,49.26100815745424,evaluation
35.45,49.1466518247577,evaluation
29.08,51.80482479231204,evaluation
32.85,52.16729240024375,evaluation
39.22,54.07453701047208,evaluation
41.75,57.31177758800757,evaluation
56.9,47.52535672070788,evaluation
57.15,56.13598967881942,evaluation
50.25,53.31757198487894,evaluation
46.0,52.40105999976299,evaluation
42.28,51.98476881882398,evaluation
48.58,54.20090955201022,evaluation
54.8,50.10928426840742,evaluation
50.9,49.75990800825104,evaluation
44.75,50.02481336357293,evaluation
45.08,50.227967596545525,evaluation
40.28,48.24523189495947,evaluation
36.1,49.14809196175848,evaluation
34.65,49.68597604877001,evaluation
34.12,46.59018666749946,evaluation
31.05,45.79683190223855,evaluation
27.15,46.60062704160285,evaluation
34.02,47.518696904885125,evaluation
36.65,48.29781669848117,evaluation
40.98,49.01863492307296,evaluation
41.42,47.95345292853741,evaluation
38.85,47.127706035093134,evaluation
38.8,48.24957651319707,evaluation
42.45,48.93953197866017,evaluation
42.38,48.56593842868952,evaluation
46.47,52.45025825592967,evaluation
41.0,51.176759666467824,evaluation
42.25,50.31149841056288,evaluation
33.55,50.19559266466271,evaluation
51.55,50.96487254282156,evaluation
59.15,59.52113748030113,evaluation
51.9,61.254503266932325,evaluation
43.52,65.09230716314161,evaluation
52.3,62.89991855836407,evaluation
54.58,58.644733499017846,evaluation
53.92,59.28382480490816,evaluation
39.15,55.556909995790754,evaluation
38.3,53.30332971707232,evaluation
44.4,51.45868563179486,evaluation
49.98,49.72313770175349,evaluation
47.0,51.00142179885237,evaluation
47.45,50.433435760019904,evaluation
42.48,50.14043541952615,evaluation
51.53,49.28470451533219,evaluation
63.1,51.87179189376079,evaluation
69.53,53.89971360654551,evaluation
64.27,55.42695684691076,evaluation
64.55,53.33021701691443,evaluation
58.5,52.514341621215145,evaluation
58.5,50.74492978710467,evaluation
40.25,49.74211187531389,evaluation
44.55,47.87691293385184,evaluation
38.05,46.39866743193523,evaluation
36.75,48.6846173631568,evaluation
45.48,46.79214792462911,evaluation
37.08,47.49124714924918,evaluation
40.8,49.11650922978456,evaluation
58.62,50.07419553150852,evaluation
50.65,48.20400144419335,evaluation
49.22,48.99542598503396,evaluation
50.2,49.94357490644048,evaluation
64.08,55.21905433248454,evaluation
55.4,55.8024594936722,evaluation
66.18,56.71522527347756,evaluation
63.12,58.46211452588059,evaluation
72.6,57.77120619989176,evaluation
78.1,54.91217586262752,evaluation
90.12,57.02175958852325,evaluation
107.65,58.06561341270495,evaluation
100.22,59.668284695781225,evaluation
85.82,59.19040375194377,evaluation
72.2,59.02347084176462,evaluation
73.12,58.3861557641408,evaluation
59.82,54.07476821512329,evaluation
46.2,52.550090441400016,evaluation
46.2,52.59780848885694,evaluation
45.9,50.78580871110557,evaluation
40.95,51.25208472526768,evaluation
37.3,53.30043394111901,evaluation
38.95,52.57884813312262,evaluation
37.05,55.15355284430338,evaluation
41.65,54.93197296805328,evaluation
39.53,56.54502484447368,evaluation
102.85,61.98687047181002,evaluation
159.28,64.35668696306631,evaluation
141.3,62.4083241106385,evaluation
107.8,61.141034126748565,evaluation
90.9,63.90342358703688,evaluation
56.5,63.12979204020658,evaluation
58.18,61.79322222829859,evaluation
61.3,60.62372804390166,evaluation
92.75,63.15309239848163,evaluation
106.22,66.3089657807872,evaluation
95.85,69.27030971010356,evaluation
78.45,69.55210640579968,evaluation
85.38,69.11999812289702,evaluation
76.9,69.27723879804708,evaluation
92.75,64.71937414195565,evaluation
