actual,prediction
42.37,23.03
38.3,20.67
35.75,18.9
44.98,20.8
52.08,21.75
52.8,23.2
55.42,22.52
46.38,23.67
36.55,23.72
39.88,19.9
41.65,19.42
39.35,18.75
38.65,19.75
40.35,22.25
38.6,21.22
39.2,23.9
39.48,24.65
52.42,21.0
56.22,18.73
54.18,21.0
49.9,21.68
48.62,23.1
47.92,26.15
43.38,25.62
39.85,24.22
46.12,20.25
33.15,19.2
25.2,19.62
26.45,18.4
30.95,20.92
39.88,20.82
38.42,23.35
31.35,23.6
36.05,20.92
36.25,20.8
35.15,20.62
39.45,19.95
46.88,21.82
46.8,24.65
53.62,24.3
54.25,26.8
62.75,25.02
57.55,22.58
47.68,20.83
46.18,20.52
45.08,25.17
42.28,24.02
42.25,23.85
36.98,24.9
31.3,21.33
26.75,16.8
23.0,19.8
19.5,21.88
20.27,23.85
23.38,23.72
32.2,23.95
39.9,23.63
46.22,22.38
59.98,19.55
77.7,20.0
95.65,23.92
105.1,25.85
96.5,28.92
72.3,28.95
61.3,27.38
73.1,25.9
84.82,22.83
68.8,24.25
48.3,20.55
43.3,18.48
42.12,22.5
39.88,23.05
31.07,25.5
34.05,21.85
40.3,19.4
36.85,20.2
35.72,20.38
37.9,21.65
37.75,23.2
36.7,25.15
36.0,26.78
43.5,21.62
65.7,19.5
103.52,19.32
98.98,22.2
84.68,25.1
79.18,30.4
77.6,33.85
70.78,33.15
69.48,26.65
69.3,24.05
59.55,22.92
54.82,22.45
56.42,23.98
54.7,26.78
48.38,25.6
40.53,25.78
37.2,22.8
33.3,18.7
33.4,21.42
29.8,21.6
33.62,23.7
35.4,26.08
33.15,25.12
30.5,27.33
30.08,21.65
29.4,21.15
30.45,24.12
32.55,26.6
41.75,31.48
43.25,35.83
45.75,32.88
46.25,35.78
57.65,34.18
59.62,27.85
53.62,23.9
44.72,23.48
46.08,23.28
41.88,27.72
36.17,23.6
28.78,26.57
33.22,24.88
32.85,20.6
37.12,20.82
38.98,21.62
32.33,22.1
32.05,23.4
41.42,26.6
41.82,27.92
44.62,23.78
40.33,20.72
40.92,21.35
48.03,23.02
53.25,23.28
49.2,25.28
43.28,26.22
41.02,29.8
39.9,25.08
43.68,22.62
42.18,21.62
42.1,20.78
44.92,20.52
37.9,23.28
29.1,26.08
25.17,28.72
25.52,23.7
24.1,19.3
25.3,19.55
24.38,17.95
23.5,21.1
26.35,24.05
27.8,27.5
27.85,28.85
29.7,24.98
32.12,20.4
34.85,20.62
31.75,19.08
34.45,21.75
36.05,24.32
35.28,28.75
35.0,30.42
49.95,29.92
56.02,22.25
49.45,19.77
43.32,18.02
49.52,21.52
48.6,26.75
40.0,28.55
31.6,31.05
34.65,30.52
39.5,19.05
35.2,19.32
39.55,20.5
51.58,26.5
51.95,27.8
56.08,29.55
49.6,29.08
39.72,21.0
35.95,21.08
32.25,22.82
32.5,22.2
32.88,20.45
35.17,22.75
31.55,22.12
63.28,24.7
85.68,23.32
89.2,24.8
83.75,26.83
77.97,25.38
66.75,23.35
59.47,21.35
42.0,21.28
40.25,19.45
48.9,12.7
53.98,18.42
48.38,19.9
31.62,17.52
35.28,12.35
50.15,17.18
56.58,17.73
84.75,20.72
77.52,24.3
77.42,28.75
65.82,28.22
71.25,27.52
77.65,26.9
76.5,24.85
82.1,25.7
94.85,27.0
86.72,29.05
70.65,27.22
57.1,28.15
43.8,27.35
39.15,27.12
33.8,24.55
30.68,23.2
26.88,22.25
25.5,25.6
23.42,20.23
30.32,21.42
43.6,20.88
39.58,22.22
40.2,22.28
38.17,19.78
41.92,23.48
50.85,26.92
60.9,25.2
50.18,28.32
50.75,27.68
49.18,29.48
51.6,29.08
47.45,30.52
57.65,29.3
59.02,27.1
56.3,27.98
47.6,26.58
51.55,23.92
44.62,25.35
51.28,23.85
41.4,21.25
34.95,18.88
31.3,20.8
28.15,20.58
27.4,22.82
28.72,23.98
32.7,23.83
36.3,21.42
32.25,23.02
36.3,22.48
35.75,23.48
36.12,27.68
38.38,28.5
38.35,27.58
35.65,29.85
36.62,27.9
47.78,25.88
55.9,24.85
53.82,22.9
60.0,23.55
63.65,23.5
59.58,21.75
52.92,21.42
47.85,22.4
47.45,21.9
38.2,19.05
33.05,23.7
32.92,24.42
23.28,21.2
30.05,21.02
34.02,22.58
42.05,19.48
38.47,21.05
40.2,22.78
48.85,21.8
42.12,24.92
57.62,23.87
42.78,23.05
41.48,23.82
37.12,22.62
34.1,22.42
38.8,23.15
47.82,22.85
50.0,21.92
52.92,23.55
57.62,23.12
54.62,21.9
46.55,22.0
36.35,20.25
37.28,19.82
31.35,18.4
28.05,20.45
26.1,19.62
32.95,18.2
36.85,18.75
30.58,19.25
30.1,19.52
31.18,20.25
28.08,21.6
27.95,21.32
30.5,21.58
35.6,20.68
36.25,22.32
38.12,22.78
33.95,22.65
42.3,21.28
49.9,21.35
