actual,prediction
42.37,38.11000000000001
38.3,35.78333333333334
35.75,34.1
44.98,36.86666666666667
52.08,37.25666666666667
52.8,39.16666666666666
55.42,37.68
46.38,37.836666666666666
36.55,36.586666666666666
39.88,33.82
41.65,34.07333333333333
39.35,34.050000000000004
38.65,35.806666666666665
40.35,36.86333333333334
38.6,36.51333333333333
39.2,38.19
39.48,38.75
52.42,39.28666666666667
56.22,39.943333333333335
54.18,41.8
49.9,44.193333333333335
48.62,45.126666666666665
47.92,44.53
43.38,43.79
39.85,38.54
46.12,35.263333333333335
33.15,33.53333333333334
25.2,32.25
26.45,33.846666666666664
30.95,33.95666666666667
39.88,32.666666666666664
38.42,33.31666666666666
31.35,33.68666666666667
36.05,34.556666666666665
36.25,35.656666666666666
35.15,37.046666666666674
39.45,40.3
46.88,43.473333333333336
46.8,44.57
53.62,46.03666666666667
54.25,47.81
62.75,50.96666666666667
57.55,51.07666666666668
47.68,49.553333333333335
46.18,47.833333333333336
45.08,48.18333333333334
42.28,45.25666666666667
42.25,43.5
36.98,41.17333333333334
31.3,37.32
26.75,36.2
23.0,36.31666666666667
19.5,36.23333333333333
20.27,38.72
23.38,38.64333333333334
32.2,36.65666666666667
39.9,36.27666666666666
46.22,40.61666666666667
59.98,46.123333333333335
77.7,59.35666666666666
95.65,68.32333333333332
105.1,70.42333333333333
96.5,70.68
72.3,69.02666666666666
61.3,61.01
73.1,68.14333333333333
84.82,65.31
68.8,65.89999999999999
48.3,63.02
43.3,59.07
42.12,56.07333333333333
39.88,55.38333333333333
31.07,49.67666666666667
34.05,46.47666666666667
40.3,43.93333333333334
36.85,44.81666666666666
35.72,45.830000000000005
37.9,46.55
37.75,48.43333333333333
36.7,48.77
36.0,47.193333333333335
43.5,45.906666666666666
65.7,48.903333333333336
103.52,57.77333333333333
98.98,58.21
84.68,58.54
79.18,59.60666666666668
77.6,59.86333333333334
70.78,56.650000000000006
69.48,53.940000000000005
69.3,53.41666666666666
59.55,59.113333333333344
54.82,60.46
56.42,60.67
54.7,59.00333333333333
48.38,55.58333333333332
40.53,50.29333333333333
37.2,46.14333333333334
33.3,45.36666666666667
33.4,44.19
29.8,42.98
33.62,44.25
35.4,44.56999999999999
33.15,44.61333333333334
30.5,45.053333333333335
30.08,43.22666666666667
29.4,44.77666666666667
30.45,44.306666666666665
32.55,47.22333333333333
41.75,51.06
43.25,51.5
45.75,50.876666666666665
46.25,52.92
57.65,50.72666666666667
59.62,51.47
53.62,51.05666666666667
44.72,50.93333333333333
46.08,48.32666666666666
41.88,48.55
36.17,43.88333333333333
28.78,43.29
33.22,43.00333333333333
32.85,43.333333333333336
37.12,44.26666666666667
38.98,42.25666666666667
32.33,41.88666666666666
32.05,42.97666666666667
41.42,45.806666666666665
41.82,47.63333333333333
44.62,45.31666666666666
40.33,45.78
40.92,48.91666666666666
48.03,55.35
53.25,54.97
49.2,53.47666666666667
43.28,49.45
41.02,49.1
39.9,46.41666666666666
43.68,48.67666666666667
42.18,46.89333333333334
42.1,45.13333333333333
44.92,42.57333333333333
37.9,42.193333333333335
29.1,40.336666666666666
25.17,40.21333333333333
25.52,36.16
24.1,34.06666666666667
25.3,34.45666666666666
24.38,33.660000000000004
23.5,35.00333333333333
26.35,35.68333333333333
27.8,38.74333333333333
