actual,prediction
42.37,58.1
38.3,55.5
35.75,53.6
44.98,59.1
52.08,61.02
52.8,62.4
55.42,62.72
46.38,63.22
36.55,58.62
39.88,56.98
41.65,59.28
39.35,60.5
38.65,65.12
40.35,64.42
38.6,64.5
39.2,66.0
39.48,67.52
52.42,70.88
56.22,71.05
54.18,67.0
49.9,72.55
48.62,72.95
47.92,69.42
43.38,69.65
39.85,62.02
46.12,55.92
33.15,52.6
25.2,51.03
26.45,57.52
30.95,55.1
39.88,50.68
38.42,48.6
31.35,48.78
36.05,54.53
36.25,58.45
35.15,60.92
39.45,68.53
46.88,74.18
46.8,73.68
53.62,79.43
54.25,81.88
62.75,87.6
57.55,82.7
47.68,76.75
46.18,76.53
45.08,73.35
42.28,70.0
42.25,66.65
36.98,59.62
31.3,55.38
26.75,56.4
23.0,50.67
19.5,51.12
20.27,48.08
23.38,48.18
32.2,46.32
39.9,47.9
46.22,63.05
59.98,79.22
77.7,112.52
95.65,131.7
105.1,134.32
96.5,128.8
72.3,128.98
61.3,107.75
73.1,118.38
84.82,113.38
68.8,107.9
48.3,98.18
43.3,95.28
42.12,84.72
39.88,79.82
31.07,65.28
34.05,53.78
40.3,47.4
36.85,46.7
35.72,53.58
37.9,54.75
37.75,58.98
36.7,57.78
36.0,55.92
43.5,55.72
65.7,64.43
103.52,80.0
98.98,78.0
84.68,75.62
79.18,78.62
77.6,78.82
70.78,69.98
69.48,67.17
69.3,65.52
59.55,62.8
54.82,65.03
56.42,69.25
54.7,64.85
48.38,60.8
40.53,51.05
37.2,44.35
33.3,46.8
33.4,42.63
29.8,42.72
33.62,46.95
35.4,45.1
33.15,44.97
30.5,43.45
30.08,38.35
29.4,40.48
30.45,43.75
32.55,49.15
41.75,57.4
43.25,56.7
45.75,59.9
46.25,63.68
57.65,58.0
59.62,61.88
53.62,57.32
44.72,56.47
46.08,51.6
41.88,55.58
36.17,50.8
28.78,46.25
33.22,42.95
32.85,43.8
37.12,46.33
38.98,42.4
32.33,44.48
32.05,46.75
41.42,51.52
41.82,55.03
44.62,52.47
40.33,56.3
40.92,68.5
48.03,80.38
53.25,82.25
49.2,80.7
43.28,74.53
41.02,68.42
39.9,62.45
43.68,66.03
42.18,64.38
42.1,61.32
44.92,60.98
37.9,61.1
29.1,54.85
25.17,50.8
25.52,44.88
24.1,43.3
25.3,44.3
24.38,44.35
23.5,45.38
26.35,45.25
27.8,49.65
27.85,52.25
29.7,53.22
32.12,55.53
34.85,56.32
31.75,58.68
34.45,56.1
36.05,57.53
35.28,58.3
35.0,62.65
49.95,66.85
56.02,76.3
49.45,72.32
43.32,62.6
49.52,76.57
48.6,73.45
40.0,70.97
31.6,70.38
34.65,57.85
39.5,58.63
35.2,57.22
39.55,58.68
51.58,59.92
51.95,63.42
56.08,62.4
49.6,61.05
39.72,66.78
35.95,64.1
32.25,61.25
32.5,58.45
32.88,57.55
35.17,57.72
31.55,60.2
63.28,72.47
85.68,91.7
89.2,96.8
83.75,94.4
77.97,95.72
66.75,88.6
59.47,87.9
42.0,82.52
40.25,76.2
48.9,72.1
53.98,67.33
48.38,73.28
31.62,70.72
35.28,65.7
50.15,68.92
56.58,75.78
84.75,73.5
77.52,68.82
77.42,71.35
65.82,68.45
71.25,93.38
77.65,81.65
76.5,70.82
82.1,65.68
94.85,70.07
86.72,88.8
70.65,84.72
57.1,80.82
43.8,86.1
39.15,82.48
33.8,78.4
30.68,68.42
26.88,62.92
25.5,63.1
23.42,56.7
30.32,55.82
43.6,50.68
39.58,51.5
40.2,53.08
38.17,52.58
41.92,52.22
50.85,55.05
60.9,53.82
50.18,52.12
50.75,55.68
49.18,53.35
51.6,53.78
47.45,52.08
57.65,52.45
59.02,59.95
56.3,63.88
47.6,64.07
51.55,63.52
44.62,57.85
51.28,61.22
41.4,48.48
34.95,48.8
31.3,46.5
28.15,42.27
27.4,39.9
28.72,42.12
32.7,41.9
36.3,42.15
32.25,42.9
36.3,45.3
35.75,49.58
36.12,50.48
38.38,51.53
38.35,51.2
35.65,50.75
36.62,50.42
47.78,58.48
55.9,67.4
53.82,64.55
60.0,64.3
63.65,67.22
59.58,61.52
52.92,59.13
47.85,52.42
47.45,56.32
38.2,49.05
33.05,46.5
32.92,56.1
23.28,53.42
30.05,49.82
34.02,51.5
42.05,49.9
38.47,51.15
40.2,53.35
48.85,44.38
42.12,42.48
57.62,49.88
42.78,59.72
41.48,66.78
37.12,63.3
34.1,62.9
38.8,61.0
47.82,62.32
50.0,62.38
52.92,64.18
57.62,65.92
54.62,65.62
46.55,64.4
36.35,62.28
37.28,57.2
31.35,49.7
28.05,45.9
26.1,37.53
32.95,44.88
36.85,41.9
30.58,41.88
30.1,44.05
31.18,46.22
28.08,46.52
27.95,46.73
30.5,49.53
35.6,54.6
36.25,57.48
38.12,60.8
33.95,59.45
42.3,61.38
49.9,56.5
57.52,59.12
50.0,62.25
48.85,60.78
47.68,59.28
44.08,60.35
42.05,52.05
42.25,45.15
35.4,43.8
41.58,42.4
30.02,46.05
28.35,53.7
30.62,51.1
33.15,48.4
32.6,50.55
35.48,51.37
35.45,50.12
29.08,56.6
32.85,57.78
39.22,62.08
41.75,65.6
56.9,26.75
57.15,51.05
50.25,45.02
46.0,46.4
42.28,45.15
48.58,47.52
54.8,40.15
50.9,43.4
44.75,41.22
45.08,41.38
40.28,38.67
36.1,40.6
34.65,42.95
34.12,36.57
31.05,33.2
27.15,36.93
34.02,39.55
36.65,40.4
40.98,46.2
41.42,45.22
38.85,43.18
38.8,45.8
42.45,45.78
42.38,41.68
46.47,42.7
41.0,31.03
42.25,26.55
33.55,26.7
51.55,34.4
59.15,69.77
51.9,66.35
43.52,71.03
52.3,68.75
54.58,67.2
53.92,68.42
39.15,64.7
38.3,61.8
44.4,54.2
49.98,54.0
47.0,53.3
47.45,53.78
42.48,56.55
51.53,55.35
63.1,57.52
69.53,62.1
64.27,61.6
64.55,58.75
58.5,57.42
58.5,55.05
40.25,52.05
44.55,48.65
38.05,45.5
36.75,46.07
45.48,41.9
37.08,43.95
40.8,47.1
58.62,51.38
50.65,48.03
49.22,47.12
50.2,50.8
64.08,67.57
55.4,65.72
66.18,64.75
63.12,70.38
72.6,78.5
78.1,71.6
90.12,72.0
107.65,68.45
100.22,75.32
85.82,71.95
72.2,73.27
73.12,68.25
59.82,61.48
46.2,59.38
46.2,58.7
45.9,53.8
40.95,56.07
37.3,60.6
38.95,59.72
37.05,63.95
41.65,65.5
39.53,68.22
102.85,96.35
159.28,93.5
141.3,95.2
107.8,86.62
90.9,91.7
56.5,95.02
58.18,88.25
61.3,88.02
92.75,98.98
106.22,104.6
95.85,100.48
78.45,101.02
85.38,95.92
76.9,107.45
92.75,95.62
79.68,92.8
77.1,89.45
71.55,78.6
60.08,73.9
56.15,69.1
68.93,72.97
73.58,79.02
62.92,79.28
57.3,80.3
62.58,80.58
70.85,79.35
52.8,74.55
47.68,73.5
49.28,74.15
46.4,79.93
51.45,78.22
49.9,81.22
65.82,82.3
112.9,80.7
109.18,84.38
98.58,85.58
87.5,84.52
82.42,93.78
80.88,94.02
78.12,87.35
68.4,81.22
64.75,87.6
72.97,69.03
58.5,66.58
56.4,65.3
79.92,73.6
85.08,71.8
79.28,77.85
58.38,79.47
53.35,75.45
49.58,76.9
47.0,79.82
49.85,76.12
52.38,79.78
56.25,83.82
53.38,90.15
69.28,94.58
96.65,86.6
113.2,92.4
110.32,96.28
110.3,95.15
103.55,105.08
92.7,103.15
73.85,96.55
59.62,87.75
60.85,90.2
62.98,76.57
60.25,74.18
66.53,84.25
76.48,77.53
77.3,80.6
67.12,90.82
70.28,85.62
63.5,76.2
55.97,22.9
52.7,46.7
50.28,38.58
55.42,48.28
56.08,65.52
83.3,91.32
105.2,107.22
105.18,103.95
92.02,97.5
75.18,106.3
72.82,110.15
80.42,110.6
77.42,97.4
69.75,89.43
63.05,75.4
50.85,77.93
40.3,77.53
48.32,83.62
54.25,77.15
59.55,76.47
86.82,95.02
80.38,90.6
70.88,87.38
55.0,81.88
44.12,74.48
40.72,69.55
40.7,69.15
41.7,72.78
60.72,81.9
93.18,92.05
100.88,99.55
96.1,104.5
95.9,96.52
81.6,95.88
83.4,99.25
71.78,93.7
69.4,89.62
55.1,85.8
58.7,83.77
57.75,78.22
66.58,80.53
70.62,78.92
69.57,73.32
63.0,70.85
61.28,72.92
51.18,73.68
43.85,72.7
44.8,73.52
40.37,69.8
41.92,69.38
40.72,70.8
38.17,69.72
49.42,82.28
81.25,92.78
95.48,104.38
97.42,108.3
100.3,104.5
93.62,98.12
77.88,91.35
76.95,86.8
77.9,82.4
67.2,80.6
57.42,75.3
64.47,70.5
65.58,74.9
61.12,71.77
72.35,74.28
62.05,75.25
48.5,72.47
41.62,71.2
38.58,71.47
40.1,71.55
38.15,71.95
38.75,67.6
37.72,73.8
28.3,77.42
29.7,80.68
57.48,87.75
63.15,97.48
52.65,102.05
72.9,105.55
69.55,108.78
67.7,101.58
57.62,93.05
57.35,92.68
49.75,88.9
45.58,79.6
52.4,77.97
54.55,76.25
39.0,74.35
34.78,76.38
32.6,77.88
25.02,81.12
17.27,86.58
13.37,79.47
13.52,81.8
13.78,82.2
14.32,81.47
13.5,76.95
12.65,80.52
19.85,85.32
52.78,98.02
59.9,110.62
60.53,113.65
62.65,105.43
57.92,102.55
57.95,99.65
54.68,100.45
46.05,100.48
30.85,105.1
26.6,96.67
28.7,91.75
40.67,88.8
43.75,81.47
47.5,84.05
51.15,87.88
44.2,88.07
33.3,82.2
24.65,70.03
20.68,47.7
47.1,75.62
50.58,80.5
52.08,82.98
53.45,83.68
55.28,80.08
57.98,87.7
42.15,72.1
40.8,79.77
38.5,69.3
36.78,52.03
39.02,50.45
42.25,48.92
40.9,55.42
33.5,66.18
28.67,63.68
18.95,64.85
20.37,61.18
16.25,53.55
2.0,53.38
3.1,53.1
6.07,64.22
109.55,91.68
105.22,82.3
115.92,77.82
97.85,60.68
88.5,57.88
48.78,92.52
45.02,94.22
34.4,95.0
32.28,82.63
32.5,79.4
35.47,70.95
38.5,71.0
45.62,80.78
56.75,88.88
147.15,99.48
162.12,99.42
113.05,60.32
68.1,50.98
28.2,44.58
49.38,45.45
36.75,46.15
27.17,48.55
127.65,59.82
109.15,67.48
92.65,70.65
91.25,58.8
81.1,56.6
68.4,63.28
53.3,58.38
48.6,61.85
46.6,63.0
46.2,54.47
38.05,51.38
41.9,49.72
39.78,47.42
47.48,58.8
71.05,62.28
62.68,61.32
42.42,56.25
36.05,44.68
31.65,39.08
29.0,41.5
27.6,41.4
27.45,46.02
29.25,49.12
47.32,46.35
82.62,55.25
89.35,76.47
29.18,42.75
44.6,38.95
43.25,40.65
40.0,41.68
41.97,37.9
62.3,39.4
95.52,54.92
99.65,86.12
79.8,101.85
57.88,93.82
48.2,85.0
32.07,81.2
22.0,82.2
18.4,72.28
15.75,70.6
18.58,64.03
20.6,64.3
27.2,54.8
20.65,48.38
23.8,56.95
33.38,58.58
54.2,81.15
97.65,89.15
119.2,54.5
113.32,45.68
85.58,39.35
86.45,35.08
32.5,41.42
35.7,38.33
61.62,42.78
81.82,63.47
93.8,77.28
74.25,83.52
72.42,86.68
50.95,88.28
37.02,76.65
34.17,69.35
40.45,65.05
36.05,69.2
30.75,62.7
24.72,58.42
28.98,55.47
25.5,50.35
28.0,53.85
27.95,55.02
24.92,53.68
27.12,56.7
26.9,51.18
29.22,53.05
29.98,57.15
23.52,52.72
22.12,52.6
21.3,55.45
32.1,53.1
39.15,65.53
61.42,67.22
66.55,78.75
59.12,72.18
48.85,65.3
43.52,66.22
37.48,66.27
42.85,66.1
36.75,66.2
31.9,54.33
20.15,47.28
31.55,49.38
31.1,50.08
30.48,53.05
32.57,54.02
44.32,59.9
47.48,74.77
46.28,72.68
30.6,51.28
26.38,44.35
17.38,44.35
18.2,50.72
23.52,50.12
37.1,62.32
79.3,90.52
79.2,87.88
67.88,86.95
59.58,90.95
52.88,83.22
42.1,77.72
40.35,78.42
39.8,76.3
42.6,72.13
42.6,67.95
53.68,55.02
45.45,44.92
54.15,43.9
49.75,42.4
75.95,44.2
92.05,53.25
105.0,70.1
95.12,100.1
81.35,101.35
69.35,97.32
72.38,89.02
56.28,81.43
46.92,75.38
41.9,68.0
27.55,59.8
24.02,55.97
24.25,48.97
32.55,53.55
36.1,52.2
37.38,50.5
41.82,57.9
38.15,62.82
33.3,60.03
22.35,55.75
20.42,42.65
11.2,40.67
9.05,39.52
8.95,40.53
11.52,40.9
18.52,45.82
44.15,50.65
58.03,60.9
70.7,65.1
70.88,71.18
62.92,74.78
66.53,76.97
63.2,76.03
51.98,72.22
33.57,56.47
32.4,48.25
35.7,51.6
40.7,52.9
56.4,64.95
64.4,73.12
55.1,64.38
39.65,59.7
22.9,53.38
12.22,47.32
10.1,43.0
12.05,39.4
13.18,41.78
12.58,42.95
12.95,43.1
26.92,53.05
50.55,64.0
64.45,71.47
49.18,73.6
33.92,64.03
38.98,59.75
35.83,58.0
30.65,55.45
23.4,58.0
23.92,53.77
18.7,55.12
24.65,51.7
32.02,52.2
42.88,59.3
37.08,62.2
32.25,61.48
20.95,52.45
18.92,47.1
13.9,41.65
14.73,44.95
13.98,42.05
14.65,43.47
18.23,45.15
18.62,46.5
41.45,55.48
62.38,74.6
62.62,75.4
63.75,75.68
65.0,71.38
62.05,68.25
54.6,69.12
50.6,66.47
48.75,64.4
39.48,56.8
33.5,62.68
36.58,63.72
49.95,60.35
54.32,51.7
36.38,52.2
29.28,54.28
26.9,52.7
24.7,49.7
24.33,46.08
30.98,46.6
24.22,46.35
26.32,48.25
29.75,49.45
45.85,56.65
86.85,69.8
108.58,83.3
111.82,80.7
124.1,80.57
113.05,89.62
100.52,88.38
84.25,90.25
66.58,85.25
63.25,87.0
71.62,70.17
69.97,64.55
77.55,59.6
72.38,66.1
83.38,63.85
79.1,56.95
80.22,59.25
61.77,63.12
53.0,65.85
34.98,64.32
34.25,53.98
30.78,50.55
36.08,50.58
38.0,52.95
58.5,56.95
99.48,89.15
134.48,89.32
121.32,112.2
106.48,109.65
86.4,100.4
65.7,96.2
50.78,93.28
51.82,92.68
45.5,85.0
54.65,89.63
51.7,85.52
55.55,79.3
50.88,75.08
58.38,69.05
86.35,72.78
107.9,85.2
97.35,81.53
82.4,71.4
61.15,56.05
39.22,55.88
31.28,51.55
33.1,49.68
46.15,50.62
68.25,64.68
119.57,82.82
121.65,101.48
104.05,104.7
91.0,99.52
79.18,96.82
63.92,91.07
46.2,92.05
41.62,99.55
39.25,94.8
38.28,83.43
45.12,73.95
36.0,70.3
42.45,64.58
52.05,71.22
87.32,77.02
153.55,96.4
143.07,84.75
116.78,69.1
40.05,52.08
32.42,49.28
33.05,47.03
41.18,48.58
53.38,74.05
117.75,109.4
121.82,112.88
109.57,99.75
93.95,86.82
81.72,84.02
74.15,83.0
62.38,85.35
64.03,80.05
78.45,81.3
66.57,87.63
69.28,79.32
67.5,64.27
55.1,54.3
58.0,53.02
55.18,56.38
45.75,61.32
40.15,55.97
31.3,52.52
22.15,47.0
21.58,40.85
23.22,40.3
22.48,42.62
19.12,44.75
26.15,47.98
53.7,59.88
80.22,68.9
68.38,71.05
72.18,73.45
55.78,71.95
51.78,65.82
35.65,58.18
25.85,54.62
22.1,50.0
22.85,47.4
24.1,45.22
32.5,47.35
46.98,58.8
63.58,54.58
49.58,50.62
40.12,56.35
29.2,52.25
25.38,46.5
22.88,41.47
22.28,43.22
20.32,40.6
21.98,42.42
19.52,42.48
22.72,46.85
46.5,53.28
55.5,63.72
54.85,66.1
48.12,68.75
45.65,62.68
37.58,60.25
57.05,64.75
46.75,69.53
43.55,62.3
37.12,56.87
48.72,53.7
50.9,43.35
63.28,43.95
54.72,51.4
53.6,51.9
48.08,54.65
36.3,56.42
27.55,49.45
27.25,48.95
25.6,49.92
23.28,49.2
26.67,49.35
24.08,49.02
31.17,50.98
50.8,65.4
82.82,80.95
96.6,79.1
93.9,90.25
87.88,88.42
84.62,95.68
72.05,88.45
73.75,84.9
70.75,90.4
70.82,77.73
79.98,69.25
85.52,64.38
72.65,63.4
71.5,67.35
88.3,74.25
86.08,81.78
59.65,86.42
53.65,86.48
41.12,66.97
34.25,56.15
27.8,53.42
39.52,52.3
37.43,50.12
52.9,71.75
99.32,90.28
92.6,97.35
86.38,99.62
86.22,96.55
70.85,108.2
56.95,113.45
52.3,94.62
51.75,78.45
66.3,92.6
59.87,89.2
38.05,83.9
32.08,82.98
19.65,79.95
20.6,69.18
37.8,75.0
71.25,70.72
49.15,64.5
22.52,54.97
19.68,55.12
18.5,49.8
19.12,44.68
18.35,44.38
18.92,42.05
32.98,46.85
56.65,67.22
55.68,78.62
63.88,99.15
56.78,85.95
50.05,89.0
44.03,85.72
36.32,83.5
31.52,81.38
28.6,78.7
22.85,77.07
20.68,77.25
18.77,64.08
23.05,61.25
22.3,60.32
39.72,72.92
58.55,86.9
55.68,85.43
44.38,78.92
26.62,58.2
36.32,49.42
22.02,48.72
18.85,59.7
17.25,61.63
31.88,75.9
72.32,110.78
80.53,116.62
79.85,108.3
70.18,103.08
54.0,97.12
49.47,95.12
66.85,94.65
57.15,99.62
57.1,95.4
56.1,90.5
56.18,86.15
50.88,81.22
46.75,65.53
49.85,60.82
75.93,65.38
95.65,85.33
78.58,106.55
44.25,79.28
29.6,60.72
24.45,50.58
14.53,49.47
17.58,51.88
19.85,50.52
30.62,60.32
71.7,93.35
84.68,100.72
74.1,105.32
73.42,105.05
65.78,94.12
61.15,94.6
42.48,82.75
39.97,79.2
41.9,83.5
49.22,83.8
46.65,79.55
42.6,84.28
41.32,75.97
44.42,72.9
57.53,64.62
55.18,70.57
42.9,69.92
30.7,66.35
24.0,59.92
22.8,55.4
22.9,53.78
26.83,54.62
21.48,56.7
33.5,64.4
71.58,93.55
91.85,105.75
86.52,117.2
81.2,103.55
68.95,81.72
66.9,83.38
59.7,68.85
60.2,81.85
56.7,78.5
58.15,63.43
40.15,49.88
29.8,53.68
40.33,44.58
40.45,45.45
52.38,53.52
60.62,59.65
48.6,46.3
30.8,45.28
23.32,42.28
23.33,38.72
22.8,33.7
21.82,34.6
20.55,37.3
24.45,39.65
31.82,40.33
45.9,45.92
38.3,48.0
44.87,46.1
43.92,49.45
58.78,51.1
59.1,50.12
59.05,61.12
52.1,69.3
53.68,59.73
48.05,56.42
40.65,49.5
30.72,47.05
32.08,51.08
41.7,54.15
66.15,52.58
48.65,55.15
24.4,46.58
24.18,45.25
37.25,47.28
31.72,52.85
26.18,51.2
18.7,46.8
23.98,58.5
32.42,63.42
38.8,62.4
41.52,64.62
42.48,63.8
43.53,60.68
28.62,52.85
27.52,58.82
26.0,60.88
14.75,59.0
29.43,50.97
23.4,42.95
18.12,46.45
18.25,48.32
32.02,49.58
31.22,42.45
29.98,48.68
27.65,56.7
20.58,48.3
19.32,51.6
18.65,46.45
19.32,44.85
15.7,45.12
21.08,53.68
37.08,61.68
56.78,65.6
69.12,84.2
71.4,87.28
66.5,76.98
58.58,75.4
53.88,72.35
41.85,70.18
40.1,75.2
47.53,69.3
39.9,68.85
41.95,66.8
47.42,52.62
46.4,59.22
59.5,58.45
47.8,61.8
36.05,68.32
25.02,59.52
14.25,56.8
12.55,50.2
9.1,42.12
10.85,43.6
14.92,46.18
16.98,46.68
34.5,55.82
64.68,71.7
72.08,86.25
65.42,84.35
59.95,82.28
46.92,79.5
38.62,75.05
33.55,72.85
27.1,75.2
19.3,71.97
25.4,68.62
45.85,61.58
51.42,56.9
52.85,55.65
55.6,69.08
42.82,74.77
31.68,68.85
20.55,64.0
16.68,60.52
17.15,56.6
19.98,49.42
12.75,42.68
18.58,45.62
16.95,50.88
45.98,63.55
67.97,92.28
57.9,96.68
53.95,89.1
48.0,85.0
36.42,78.58
33.0,78.47
23.95,74.2
15.8,84.3
18.2,68.8
36.8,68.62
35.6,67.12
42.85,66.28
45.0,61.12
53.6,63.08
48.8,73.35
30.75,76.18
22.0,65.4
15.8,58.38
15.62,55.53
19.12,46.03
13.8,45.88
12.52,50.25
22.02,60.28
57.72,106.05
69.7,111.48
59.15,105.35
52.18,104.98
45.78,82.95
42.22,68.05
31.85,51.9
26.9,44.42
31.2,43.7
29.15,46.73
29.62,42.42
24.28,61.48
27.02,68.5
18.62,66.38
28.28,72.55
60.35,65.88
34.52,68.75
18.15,56.22
13.42,50.25
12.97,47.0
13.88,38.75
13.75,35.33
13.08,34.72
28.83,45.48
57.82,65.43
74.22,79.18
67.95,77.75
70.53,72.75
57.1,52.12
58.22,52.28
53.78,45.82
50.95,43.08
38.45,48.1
41.38,38.83
47.88,37.52
52.8,41.32
54.9,40.1
50.68,62.0
41.15,61.7
37.42,46.25
36.55,46.05
31.58,32.3
31.3,34.85
26.6,34.1
25.62,36.9
29.48,34.55
41.0,45.4
39.45,52.38
40.25,58.3
40.0,55.95
38.9,50.03
35.83,47.05
34.35,44.63
22.72,41.08
19.4,48.3
18.65,39.57
20.8,39.98
17.58,37.5
18.9,34.95
24.0,36.25
23.2,35.5
22.15,34.3
25.43,39.67
28.45,40.12
23.83,36.4
20.52,33.33
13.72,33.5
8.6,31.92
15.75,30.7
22.3,30.98
34.67,37.78
37.8,36.5
35.67,37.42
38.52,37.98
32.12,34.02
33.75,29.85
31.93,32.03
30.2,34.18
32.85,36.8
33.17,44.93
29.2,44.9
21.33,44.68
28.72,39.85
25.78,38.95
32.67,38.25
30.3,36.17
26.38,35.2
21.55,34.18
22.72,36.48
24.08,36.05
16.9,31.5
20.4,30.17
18.1,31.35
36.62,33.95
36.9,45.58
45.78,55.4
45.9,58.68
59.12,61.25
55.97,62.32
3.8,69.78
34.28,50.02
25.65,43.42
18.12,40.92
18.92,37.55
16.45,34.8
63.45,45.12
69.65,47.8
67.68,45.9
59.6,53.7
46.92,54.05
37.78,50.35
50.02,48.62
30.3,44.4
32.38,38.13
24.5,36.55
22.8,41.38
46.2,43.35
44.12,44.0
42.4,43.6
21.78,46.88
21.12,36.75
14.8,34.08
14.32,32.78
13.0,39.12
15.98,43.32
11.73,46.38
12.52,45.15
14.78,45.02
11.58,40.67
16.65,40.7
16.3,42.3
15.1,40.83
14.3,40.75
10.55,42.7
11.0,41.0
5.55,37.1
5.43,35.83
5.0,38.4
14.45,42.12
20.27,44.97
21.05,45.5
19.5,47.05
14.72,46.75
11.32,45.47
9.05,45.85
14.2,45.1
11.0,41.72
11.68,37.97
9.12,38.65
8.75,38.52
8.82,41.98
14.95,43.7
15.38,51.52
18.55,53.92
16.75,52.65
20.62,49.4
18.62,50.08
20.42,55.22
14.32,53.88
10.6,52.2
9.02,46.3
11.2,52.05
19.5,45.15
22.25,47.12
31.62,56.42
24.35,53.25
15.38,53.5
13.62,49.12
14.38,46.9
14.18,45.5
11.3,42.28
11.15,42.35
10.42,42.15
7.98,45.15
11.05,43.1
27.5,51.25
49.0,72.12
50.88,76.5
51.18,80.2
38.8,77.65
40.88,76.42
34.52,75.78
29.75,77.97
23.75,82.7
15.8,72.23
18.98,63.3
31.12,59.92
42.3,67.8
30.9,67.88
42.38,76.02
32.42,83.22
21.15,67.85
10.88,48.77
9.55,51.02
12.3,49.38
5.72,40.72
8.73,41.45
8.38,47.3
3.18,50.18
16.05,61.47
37.25,76.95
39.75,85.6
38.3,96.68
30.2,96.52
26.12,85.8
24.45,84.85
33.75,71.88
30.65,72.8
24.5,51.9
26.62,52.3
21.58,50.0
26.62,53.7
23.15,55.38
8.9,62.7
6.72,57.9
2.8,47.65
3.67,46.05
2.6,45.6
5.9,41.12
3.85,49.8
3.3,54.72
9.12,62.62
20.8,85.1
27.2,88.65
22.25,86.5
19.9,86.1
17.65,92.2
12.27,89.85
15.7,88.22
23.35,89.7
16.0,71.47
14.28,59.92
10.12,64.82
6.15,64.97
9.93,66.57
18.48,68.0
18.7,66.9
7.7,58.5
4.1,43.4
3.15,40.1
3.93,38.7
4.9,35.62
0.8,43.05
4.0,44.4
12.22,49.72
26.42,55.15
28.8,53.52
24.6,51.08
18.8,48.52
16.15,54.78
17.7,48.9
19.1,49.03
20.25,43.4
19.32,44.03
11.9,43.6
8.85,44.02
9.62,45.18
11.1,55.7
5.05,48.27
4.28,49.88
5.07,50.6
3.47,38.48
3.0,33.5
1.5,35.98
2.65,42.72
1.4,43.7
3.2,44.7
8.4,60.9
11.38,68.55
7.83,70.53
8.45,71.4
10.58,66.45
11.48,66.15
8.0,61.8
9.1,61.5
7.0,49.37
4.32,51.65
7.92,55.42
6.5,49.9
10.32,57.53
19.85,59.25
19.98,54.7
12.2,51.78
8.17,46.08
7.88,43.5
9.05,46.15
5.35,49.18
3.05,51.0
4.68,53.9
4.68,58.25
19.73,89.42
20.2,106.45
22.85,110.65
27.98,106.25
24.4,101.8
23.48,90.9
33.0,77.75
34.88,77.43
21.7,79.6
24.48,68.5
24.78,69.4
25.92,63.55
22.88,67.4
24.62,65.02
40.98,63.32
33.2,69.38
19.18,64.58
16.12,58.35
15.65,46.4
9.6,45.55
9.83,41.3
8.38,43.4
11.75,45.7
14.35,49.32
17.58,58.45
34.08,70.08
40.98,80.5
33.2,80.62
38.7,78.5
44.78,75.38
33.12,71.35
37.25,72.4
37.5,54.5
27.38,60.47
26.4,56.58
26.65,48.65
37.42,57.05
47.38,54.12
43.22,54.95
31.15,58.47
33.6,61.4
42.6,68.82
33.3,50.68
15.47,45.1
13.4,41.62
6.55,42.55
11.47,45.62
40.8,60.05
40.12,80.82
58.15,71.28
18.15,41.05
26.32,40.92
34.95,55.95
37.02,61.32
39.68,50.28
33.8,46.62
31.7,46.5
25.78,37.27
