actual,prediction,split
33.2,26.590279,evaluation
31.18,24.48745,evaluation
29.8,23.065203,evaluation
30.7,26.133083,evaluation
29.0,28.230492,evaluation
31.9,29.048206,evaluation
27.8,29.288223,evaluation
26.62,27.712019,evaluation
27.42,25.343122,evaluation
24.58,24.481133,evaluation
23.52,24.608473,evaluation
22.9,23.625729,evaluation
22.55,23.699564,evaluation
23.92,25.408237,evaluation
23.82,24.430758,evaluation
24.67,25.88502,evaluation
24.08,26.29849,evaluation
25.98,27.44962,evaluation
30.05,27.146235,evaluation
37.4,28.035877,evaluation
38.35,27.145706,evaluation
39.33,27.570576,evaluation
38.02,29.146544,evaluation
36.1,27.74609,evaluation
29.38,26.361546,evaluation
29.62,26.327274,evaluation
28.8,22.51744,evaluation
26.1,20.443916,evaluation
25.62,19.991165,evaluation
25.85,22.553198,evaluation
26.5,25.231544,evaluation
28.0,26.109922,evaluation
28.68,24.191048,evaluation
28.22,24.029627,evaluation
27.72,23.84882,evaluation
29.6,23.35206,evaluation
32.42,23.863184,evaluation
34.42,26.442604,evaluation
35.38,27.937292,evaluation
34.38,29.10725,evaluation
34.75,30.549768,evaluation
40.28,31.057638,evaluation
47.95,28.87947,evaluation
51.08,26.017262,evaluation
46.45,25.510824,evaluation
46.03,27.812784,evaluation
41.75,26.610874,evaluation
40.0,26.63008,evaluation
39.0,26.016424,evaluation
35.25,22.833862,evaluation
35.4,19.430168,evaluation
38.48,19.871475,evaluation
35.7,19.693808,evaluation
44.23,20.935833,evaluation
44.03,21.849556,evaluation
39.7,24.710455,evaluation
37.3,26.684109,evaluation
36.42,27.030685,evaluation
39.6,27.922909,evaluation
45.55,29.692242,evaluation
49.35,33.265064,evaluation
51.1,34.989326,evaluation
54.32,36.445374,evaluation
49.15,34.127945,evaluation
47.9,31.7178,evaluation
60.15,32.433685,evaluation
59.72,32.175484,evaluation
65.55,31.043251,evaluation
70.33,25.355042,evaluation
63.45,23.175617,evaluation
61.0,25.336857,evaluation
63.28,25.204264,evaluation
58.25,24.503695,evaluation
63.8,23.936192,evaluation
65.0,24.886162,evaluation
67.55,24.324,evaluation
63.53,23.73227,evaluation
63.25,24.875353,evaluation
63.12,25.401354,evaluation
63.38,26.1299,evaluation
58.88,26.822647,evaluation
60.38,26.313766,evaluation
62.78,29.865839,evaluation
74.0,34.15023,evaluation
74.43,35.26142,evaluation
74.9,35.160595,evaluation
69.8,37.05204,evaluation
66.92,38.694626,evaluation
66.82,37.54059,evaluation
68.0,34.00106,evaluation
70.68,32.72662,evaluation
91.62,30.382355,evaluation
93.9,29.00378,evaluation
88.78,29.940945,evaluation
85.38,31.20658,evaluation
80.35,29.28575,evaluation
