actual,prediction,split
33.2,29.24004645421797,evaluation
31.18,27.760352221417453,evaluation
29.8,22.74854634302922,evaluation
30.7,26.9494886058124,evaluation
29.0,29.585634072955877,evaluation
31.9,30.08390330659416,evaluation
27.8,31.85065533354654,evaluation
26.62,31.450656565249428,evaluation
27.42,24.953724531186488,evaluation
24.58,24.94039822214291,evaluation
23.52,24.03733024440592,evaluation
22.9,24.297127312442477,evaluation
22.55,23.33446811975203,evaluation
23.92,25.48082276559325,evaluation
23.82,25.732870284856617,evaluation
24.67,26.140589273481748,evaluation
24.08,24.91765261732608,evaluation
25.98,27.039875534507544,evaluation
30.05,27.718476737385167,evaluation
37.4,29.3590361004939,evaluation
38.35,27.52240138782636,evaluation
39.33,28.916001171488997,evaluation
38.02,28.09257321018349,evaluation
36.1,25.89370289655299,evaluation
29.38,25.62817928795172,evaluation
29.62,28.31493921395396,evaluation
28.8,21.838967642936765,evaluation
26.1,20.346153837546463,evaluation
25.62,19.3244170718956,evaluation
25.85,22.724310487764296,evaluation
26.5,25.81446838660229,evaluation
28.0,25.503662307666065,evaluation
28.68,23.838686217254708,evaluation
28.22,25.725561320818027,evaluation
27.72,22.84277365851259,evaluation
29.6,22.770645793651227,evaluation
32.42,22.726985706682623,evaluation
34.42,26.35353025986167,evaluation
35.38,27.208846635119805,evaluation
34.38,29.669377403658626,evaluation
34.75,31.399018608475338,evaluation
40.28,33.019203307231955,evaluation
47.95,31.19795889612379,evaluation
51.08,26.45821145021483,evaluation
46.45,25.98440473489165,evaluation
46.03,25.968144157025,evaluation
41.75,26.609003498450555,evaluation
40.0,27.33201639491795,evaluation
39.0,26.58639776361861,evaluation
35.25,24.2743986626169,evaluation
35.4,18.211596093036903,evaluation
38.48,19.656149941863944,evaluation
35.7,19.81848168880092,evaluation
44.23,20.979891769018312,evaluation
44.03,20.713203591366668,evaluation
39.7,24.99950902498109,evaluation
37.3,26.9286970621916,evaluation
36.42,28.45218426077028,evaluation
39.6,30.945374345423065,evaluation
45.55,34.22345373317652,evaluation
49.35,39.22885818674987,evaluation
51.1,40.40437791852101,evaluation
54.32,43.16912942209181,evaluation
49.15,37.76301507697182,evaluation
47.9,32.64347949777463,evaluation
60.15,35.65369973929053,evaluation
59.72,39.1986190585634,evaluation
65.55,34.163676734251545,evaluation
70.33,28.29080456261058,evaluation
63.45,24.47061848743617,evaluation
61.0,26.739489120692063,evaluation
63.28,25.115133943899856,evaluation
58.25,22.36192731116823,evaluation
63.8,24.008222157670485,evaluation
65.0,27.454671844404032,evaluation
67.55,25.719350889455,evaluation
63.53,23.246015244011204,evaluation
63.25,28.388552457531503,evaluation
63.12,24.890448291208973,evaluation
63.38,26.634720498111783,evaluation
58.88,27.64096717863999,evaluation
60.38,29.14701549108623,evaluation
62.78,31.985765088158946,evaluation
74.0,38.20907684357006,evaluation
74.43,39.27999924380003,evaluation
74.9,34.671779342698066,evaluation
69.8,41.40523645742859,evaluation
66.92,40.65920920313014,evaluation
66.82,40.98572156474304,evaluation
68.0,34.665653653615564,evaluation
70.68,34.4028579048274,evaluation
91.62,33.44784589953173,evaluation
93.9,30.66267953949803,evaluation
88.78,29.788127473406757,evaluation
85.38,33.60086148452905,evaluation
80.35,28.420275340671147,evaluation
74.05,28.45922633534646,evaluation
71.28,25.9378836081782,evaluation
70.6,24.33555116635829,evaluation
68.52,24.21460633557976,evaluation
64.62,23.83043333292629,evaluation
62.1,26.624965730299422,evaluation
62.53,29.03116276200566,evaluation
63.75,27.758469904587205,evaluation
64.38,27.0649164827537,evaluation
69.68,24.811121184723344,evaluation
72.7,22.81335155155612,evaluation
65.05,25.26149450121629,evaluation
65.92,26.161580331158493,evaluation
64.3,27.628066683710035,evaluation
61.97,32.525931025410685,evaluation
59.85,30.65102871347203,evaluation
59.3,32.01669424601007,evaluation
60.0,36.69773094951293,evaluation
64.68,34.21425939961491,evaluation
71.95,32.68479573364377,evaluation
72.85,28.376762720670836,evaluation
70.1,30.011865003951357,evaluation
62.35,29.32115278763204,evaluation
57.25,24.56932462901488,evaluation
57.05,25.75163097365493,evaluation
61.18,28.49883189342056,evaluation
65.6,24.56433006142566,evaluation
65.65,25.77126845935791,evaluation
62.75,27.94589100333493,evaluation
59.08,25.38005746046388,evaluation
58.78,25.227794477072,evaluation
59.3,28.705411912073608,evaluation
59.95,29.475887683603155,evaluation
59.7,30.2142194205031,evaluation
60.32,25.84894970802172,evaluation
56.9,23.25563132212152,evaluation
62.65,27.62538224945093,evaluation
59.38,29.49076210808385,evaluation
54.45,28.288113319339946,evaluation
47.6,25.95745549104662,evaluation
49.08,26.86564075729249,evaluation
51.72,25.409177430453337,evaluation
57.38,26.19489206864116,evaluation
54.68,26.264997910596406,evaluation
53.3,25.5127376690089,evaluation
46.22,26.573429279818484,evaluation
42.2,24.454619579126515,evaluation
40.08,23.667005393869832,evaluation
41.12,25.96800693430821,evaluation
39.9,23.47613915768796,evaluation
39.6,19.849238514223785,evaluation
39.52,21.729504619846253,evaluation
38.68,20.232621318935653,evaluation
38.53,21.67195133862745,evaluation
37.75,23.30672460660163,evaluation
39.08,27.004614764141625,evaluation
40.83,26.20183433441891,evaluation
40.95,24.368488088648967,evaluation
41.82,22.752608060210623,evaluation
44.22,23.04537053943908,evaluation
46.47,20.72365757345431,evaluation
46.2,24.229330358375545,evaluation
43.6,25.953239071133773,evaluation
43.52,26.719382018391727,evaluation
45.2,27.09312388255109,evaluation
49.08,33.410667969681754,evaluation
58.15,30.583093299978767,evaluation
60.22,26.86094252215135,evaluation
68.7,23.082689016523844,evaluation
68.15,28.37899863555964,evaluation
63.45,29.86361856968216,evaluation
60.32,26.40176758618386,evaluation
59.65,26.96809908363864,evaluation
61.58,28.053775501565838,evaluation
48.75,23.613415894424204,evaluation
44.45,22.276605913372716,evaluation
43.05,25.030768043232214,evaluation
44.28,31.576580297200223,evaluation
47.62,30.99444489026691,evaluation
47.8,35.55784935672721,evaluation
50.18,29.984286007697797,evaluation
58.78,23.729019911061943,evaluation
49.8,21.67570176106833,evaluation
44.3,23.393811202199057,evaluation
43.7,22.69252627212476,evaluation
42.28,21.431018826723488,evaluation
41.4,25.461214737158787,evaluation
43.2,22.123557716926065,evaluation
55.38,32.11251560471636,evaluation
65.8,35.375530159693504,evaluation
101.18,36.525428832810974,evaluation
106.35,36.87820295541707,evaluation
99.12,35.5999648049272,evaluation
93.7,33.24430539900117,evaluation
77.6,32.3459198902044,evaluation
72.92,25.60761049697088,evaluation
62.02,23.275113278177013,evaluation
53.1,25.923193717290992,evaluation
58.28,27.69076890241042,evaluation
56.95,27.03859028987945,evaluation
53.22,20.04185794369472,evaluation
50.4,17.947020275543625,evaluation
51.4,24.48638906699349,evaluation
50.68,28.409670804131007,evaluation
87.72,33.72479683188321,evaluation
99.75,35.32176737018961,evaluation
75.85,37.94417309889258,evaluation
71.55,37.13202849972952,evaluation
