actual,prediction
33.2,58.1
31.18,55.5
29.8,53.6
30.7,59.1
29.0,61.02
31.9,62.4
27.8,62.72
26.62,63.22
27.42,58.62
24.58,56.98
23.52,59.28
22.9,60.5
22.55,65.12
23.92,64.42
23.82,64.5
24.67,66.0
24.08,67.52
25.98,70.88
30.05,71.05
37.4,67.0
38.35,72.55
39.33,72.95
38.02,69.42
36.1,69.65
29.38,62.02
29.62,55.92
28.8,52.6
26.1,51.03
25.62,57.52
25.85,55.1
26.5,50.68
28.0,48.6
28.68,48.78
28.22,54.53
27.72,58.45
29.6,60.92
32.42,68.53
34.42,74.18
35.38,73.68
34.38,79.43
34.75,81.88
40.28,87.6
47.95,82.7
51.08,76.75
46.45,76.53
46.03,73.35
41.75,70.0
40.0,66.65
39.0,59.62
35.25,55.38
35.4,56.4
38.48,50.67
35.7,51.12
44.23,48.08
44.03,48.18
39.7,46.32
37.3,47.9
36.42,63.05
39.6,79.22
45.55,112.52
49.35,131.7
51.1,134.32
54.32,128.8
49.15,128.98
47.9,107.75
60.15,118.38
59.72,113.38
65.55,107.9
70.33,98.18
63.45,95.28
61.0,84.72
63.28,79.82
58.25,65.28
63.8,53.78
65.0,47.4
67.55,46.7
63.53,53.58
63.25,54.75
63.12,58.98
63.38,57.78
58.88,55.92
60.38,55.72
62.78,64.43
74.0,80.0
74.43,78.0
74.9,75.62
69.8,78.62
66.92,78.82
66.82,69.98
68.0,67.17
70.68,65.52
91.62,62.8
93.9,65.03
88.78,69.25
85.38,64.85
80.35,60.8
74.05,51.05
71.28,44.35
70.6,46.8
68.52,42.63
64.62,42.72
62.1,46.95
62.53,45.1
63.75,44.97
64.38,43.45
69.68,38.35
72.7,40.48
65.05,43.75
65.92,49.15
64.3,57.4
61.97,56.7
59.85,59.9
59.3,63.68
60.0,58.0
64.68,61.88
71.95,57.32
72.85,56.47
70.1,51.6
62.35,55.58
57.25,50.8
57.05,46.25
61.18,42.95
65.6,43.8
65.65,46.33
62.75,42.4
59.08,44.48
58.78,46.75
59.3,51.52
59.95,55.03
59.7,52.47
60.32,56.3
56.9,68.5
62.65,80.38
59.38,82.25
54.45,80.7
47.6,74.53
49.08,68.42
51.72,62.45
57.38,66.03
54.68,64.38
53.3,61.32
46.22,60.98
42.2,61.1
40.08,54.85
41.12,50.8
39.9,44.88
39.6,43.3
39.52,44.3
38.68,44.35
38.53,45.38
37.75,45.25
39.08,49.65
40.83,52.25
40.95,53.22
41.82,55.53
44.22,56.32
46.47,58.68
46.2,56.1
43.6,57.53
43.52,58.3
45.2,62.65
49.08,66.85
58.15,76.3
60.22,72.32
68.7,62.6
68.15,76.57
63.45,73.45
60.32,70.97
59.65,70.38
61.58,57.85
48.75,58.63
44.45,57.22
43.05,58.68
44.28,59.92
47.62,63.42
47.8,62.4
50.18,61.05
58.78,66.78
49.8,64.1
44.3,61.25
43.7,58.45
42.28,57.55
41.4,57.72
43.2,60.2
55.38,72.47
65.8,91.7
101.18,96.8
106.35,94.4
99.12,95.72
93.7,88.6
77.6,87.9
72.92,82.52
62.02,76.2
53.1,72.1
58.28,67.33
56.95,73.28
53.22,70.72
50.4,65.7
51.4,68.92
50.68,75.78
87.72,73.5
99.75,68.82
75.85,71.35
71.55,68.45
66.15,93.38
55.55,81.65
53.65,70.82
53.92,65.68
55.68,70.07
64.35,88.8
74.48,84.72
93.18,80.82
77.65,86.1
71.18,82.48
64.43,78.4
57.65,68.42
57.32,62.92
55.8,63.1
58.3,56.7
57.53,55.82
63.0,50.68
62.55,51.5
60.3,53.08
60.23,52.58
64.2,52.22
67.85,55.05
79.92,53.82
69.25,52.12
71.58,55.68
75.42,53.35
76.5,53.78
83.58,52.08
72.53,52.45
62.85,59.95
70.05,63.88
70.42,64.07
65.15,63.52
60.22,57.85
59.02,61.22
63.53,48.48
65.78,48.8
64.8,46.5
66.82,42.27
63.68,39.9
55.03,42.12
52.45,41.9
52.7,42.15
58.4,42.9
61.82,45.3
67.18,49.58
72.4,50.48
71.47,51.53
55.92,51.2
55.03,50.75
56.75,50.42
60.32,58.48
62.07,67.4
56.5,64.55
53.55,64.3
46.08,67.22
44.92,61.52
42.92,59.13
57.3,52.42
59.2,56.32
53.7,49.05
46.8,46.5
46.05,56.1
43.08,53.42
49.22,49.82
49.78,51.5
53.05,49.9
52.4,51.15
62.88,53.35
67.55,44.38
61.2,42.48
58.2,49.88
47.8,59.72
41.82,66.78
40.45,63.3
39.22,62.9
41.88,61.0
45.7,62.32
55.72,62.38
62.75,64.18
61.18,65.92
59.85,65.62
52.12,64.4
48.4,62.28
46.18,57.2
43.7,49.7
43.18,45.9
38.92,37.53
38.38,44.88
38.1,41.9
38.35,41.88
38.83,44.05
39.65,46.22
44.1,46.52
42.92,46.73
40.5,49.53
42.05,54.6
41.85,57.48
41.58,60.8
41.15,59.45
46.22,61.38
52.95,56.5
59.32,59.12
57.22,62.25
54.7,60.78
51.6,59.28
56.38,60.35
50.85,52.05
47.9,45.15
46.1,43.8
48.38,42.4
46.78,46.05
45.15,53.7
42.28,51.1
41.6,48.4
44.4,50.55
44.52,51.37
48.82,50.12
43.85,56.6
44.47,57.78
45.65,62.08
43.4,65.6
58.52,26.75
65.1,51.05
59.85,45.02
55.02,46.4
54.98,45.15
53.28,47.52
48.25,40.15
49.62,43.4
58.1,41.22
58.3,41.38
55.62,38.67
53.58,40.6
54.82,42.95
51.65,36.57
49.8,33.2
51.98,36.93
50.15,39.55
47.92,40.4
44.2,46.2
41.6,45.22
44.18,43.18
49.6,45.8
52.12,45.78
51.02,41.68
64.12,42.7
56.42,31.03
58.53,26.55
58.9,26.7
53.95,34.4
49.32,69.77
62.6,66.35
80.82,71.03
74.72,68.75
67.25,67.2
63.35,68.42
54.08,64.7
54.8,61.8
51.6,54.2
37.33,54.0
38.8,53.3
38.83,53.78
37.78,56.55
36.38,55.35
41.1,57.52
45.58,62.1
42.35,61.6
41.92,58.75
42.78,57.42
45.78,55.05
43.28,52.05
41.18,48.65
40.2,45.5
39.3,46.07
39.53,41.9
38.1,43.95
38.0,47.1
37.7,51.38
37.48,48.03
39.52,47.12
38.7,50.8
37.12,67.57
38.65,65.72
45.9,64.75
43.08,70.38
40.5,78.5
38.02,71.6
44.03,72.0
45.82,68.45
51.18,75.32
57.12,71.95
60.15,73.27
66.82,68.25
62.2,61.48
55.2,59.38
54.03,58.7
52.6,53.8
50.58,56.07
45.95,60.6
43.7,59.72
46.58,63.95
45.1,65.5
44.32,68.22
50.05,96.35
56.6,93.5
46.5,95.2
43.88,86.62
52.15,91.7
47.12,95.02
47.0,88.25
44.0,88.02
43.62,98.98
48.3,104.6
101.55,100.48
97.58,101.02
90.22,95.92
75.2,107.45
69.12,95.62
57.45,92.8
54.92,89.45
55.3,78.6
57.08,73.9
54.3,69.1
54.1,72.97
53.9,79.02
52.65,79.28
56.88,80.3
57.0,80.58
49.15,79.35
44.82,74.55
40.3,73.5
38.4,74.15
37.5,79.93
38.3,78.22
39.0,81.22
45.82,82.3
51.68,80.7
55.45,84.38
54.08,85.58
64.03,84.52
64.48,93.78
60.0,94.02
54.35,87.35
48.72,81.22
45.4,87.6
47.78,69.03
44.45,66.58
47.0,65.3
51.18,73.6
53.38,71.8
55.15,77.85
54.65,79.47
46.68,75.45
43.58,76.9
41.9,79.82
40.1,76.12
39.9,79.78
43.12,83.82
44.88,90.15
47.2,94.58
51.9,86.6
65.05,92.4
63.72,96.28
61.52,95.15
64.82,105.08
70.47,103.15
67.35,96.55
58.72,87.75
55.9,90.2
52.42,76.57
53.92,74.18
53.22,84.25
53.4,77.53
55.55,80.6
64.65,90.82
53.85,85.62
52.42,76.2
44.75,22.9
39.83,46.7
39.88,38.58
40.78,48.28
41.58,65.52
46.35,91.32
72.97,107.22
101.7,103.95
91.78,97.5
80.9,106.3
77.6,110.15
77.85,110.6
71.97,97.4
84.4,89.43
73.7,75.4
64.18,77.93
59.2,77.53
55.55,83.62
53.52,77.15
55.5,76.47
75.25,95.02
61.72,90.6
51.58,87.38
37.33,81.88
35.22,74.48
34.7,69.55
34.78,69.15
35.67,72.78
39.58,81.9
48.12,92.05
64.3,99.55
54.15,104.5
60.45,96.52
65.93,95.88
59.28,99.25
57.52,93.7
57.38,89.62
56.9,85.8
54.12,83.77
54.8,78.22
50.75,80.53
47.4,78.92
48.12,73.32
49.4,70.85
48.8,72.92
43.8,73.68
42.88,72.7
40.85,73.52
36.88,69.8
36.03,69.38
36.28,70.8
38.45,69.72
44.68,82.28
55.85,92.78
61.72,104.38
63.65,108.3
71.03,104.5
58.62,98.12
55.65,91.35
53.52,86.8
49.28,82.4
47.3,80.6
46.47,75.3
46.6,70.5
47.08,74.9
51.32,71.77
50.4,74.28
49.72,75.25
45.9,72.47
42.55,71.2
38.05,71.47
40.28,71.55
38.2,71.95
35.38,67.6
36.95,73.8
38.47,77.42
43.55,80.68
54.72,87.75
67.72,97.48
84.92,102.05
88.2,105.55
77.07,108.78
65.25,101.58
59.2,93.05
56.0,92.68
55.9,88.9
58.65,79.6
58.95,77.97
58.85,76.25
57.92,74.35
61.28,76.38
58.52,77.88
49.72,81.12
42.5,86.58
39.95,79.47
39.95,81.8
36.45,82.2
45.92,81.47
59.38,76.95
64.85,80.52
61.2,85.32
87.52,98.02
125.18,110.62
127.78,113.65
100.25,105.43
77.98,102.55
74.53,99.65
74.3,100.45
82.82,100.48
87.3,105.1
95.18,96.67
73.35,91.75
55.92,88.8
61.03,81.47
76.65,84.05
90.78,87.88
102.95,88.07
87.15,82.2
97.02,70.03
104.78,47.7
73.85,75.62
65.75,80.5
72.07,82.98
86.62,83.68
83.32,80.08
71.28,87.7
70.8,72.1
68.58,79.77
77.7,69.3
96.2,52.03
104.15,50.45
