actual,prediction,split
219.0,268.82288,evaluation
185.0,252.7443,evaluation
179.0,227.7837,evaluation
188.0,206.83502,evaluation
190.0,182.64104,evaluation
151.0,149.52647,evaluation
168.0,154.82059,evaluation
158.0,132.05493,evaluation
169.0,145.07661,evaluation
172.0,118.12494,evaluation
157.0,141.57776,evaluation
169.0,149.14502,evaluation
185.0,160.54767,evaluation
180.0,157.68704,evaluation
166.0,161.40176,evaluation
162.0,144.8533,evaluation
171.0,153.10898,evaluation
191.0,154.60474,evaluation
207.0,164.6607,evaluation
211.0,162.29672,evaluation
218.0,173.45695,evaluation
217.0,191.16446,evaluation
223.0,222.54153,evaluation
204.0,197.0367,evaluation
194.0,161.6712,evaluation
190.0,154.65334,evaluation
139.0,131.13907,evaluation
141.0,147.92624,evaluation
150.0,151.87875,evaluation
155.0,149.89761,evaluation
150.0,158.69316,evaluation
151.0,137.86409,evaluation
147.0,123.92466,evaluation
145.0,134.004,evaluation
163.0,160.03883,evaluation
216.0,176.56459,evaluation
222.0,175.12457,evaluation
229.0,171.12944,evaluation
222.0,198.39246,evaluation
216.0,183.28864,evaluation
221.0,194.4873,evaluation
216.0,187.39508,evaluation
213.0,201.36093,evaluation
240.0,241.93346,evaluation
285.0,260.7812,evaluation
312.0,281.97708,evaluation
331.0,313.10083,evaluation
323.0,259.44943,evaluation
277.0,226.61066,evaluation
235.0,206.95699,evaluation
193.0,196.45847,evaluation
201.0,194.2501,evaluation
208.0,183.37726,evaluation
205.0,158.77454,evaluation
161.0,181.7565,evaluation
135.0,185.25673,evaluation
179.0,166.62161,evaluation
200.0,155.26746,evaluation
248.0,165.96085,evaluation
296.0,206.54825,evaluation
381.0,248.43158,evaluation
439.0,296.81644,evaluation
338.0,325.66547,evaluation
406.0,280.4007,evaluation
344.0,220.39899,evaluation
320.0,162.50397,evaluation
243.0,191.32245,evaluation
272.0,263.21152,evaluation
460.0,287.16693,evaluation
547.0,345.33093,evaluation
471.0,382.3124,evaluation
343.0,315.7016,evaluation
332.0,280.01703,evaluation
345.0,263.47217,evaluation
343.0,167.7634,evaluation
262.0,110.60888,evaluation
243.0,115.46497,evaluation
234.0,151.4815,evaluation
210.0,148.80972,evaluation
185.0,131.81259,evaluation
175.0,128.39046,evaluation
222.0,124.76621,evaluation
263.0,156.66322,evaluation
299.0,246.13174,evaluation
262.0,264.29993,evaluation
266.0,286.71075,evaluation
312.0,270.72137,evaluation
283.0,280.44183,evaluation
266.0,258.3957,evaluation
271.0,244.53711,evaluation
294.0,247.52348,evaluation
289.0,255.82297,evaluation
293.0,292.98315,evaluation
291.0,310.7948,evaluation
291.0,306.50464,evaluation
276.0,296.84796,evaluation
227.0,262.61972,evaluation
196.0,209.97572,evaluation
157.0,192.6853,evaluation
128.0,172.28607,evaluation
110.0,142.34064,evaluation
96.0,123.4441,evaluation
89.0,117.231606,evaluation
80.0,103.35247,evaluation
83.0,96.255806,evaluation
83.0,96.552315,evaluation
88.0,119.39834,evaluation
113.0,130.27597,evaluation
144.0,145.47939,evaluation
196.0,159.17609,evaluation
182.0,200.6117,evaluation
185.0,180.14668,evaluation
207.0,186.66171,evaluation
234.0,196.74107,evaluation
206.0,210.05424,evaluation
189.0,215.57484,evaluation
224.0,223.64,evaluation
291.0,230.07243,evaluation
186.0,194.05196,evaluation
246.0,164.38922,evaluation
218.0,173.0408,evaluation
183.0,170.00499,evaluation
145.0,153.94281,evaluation
162.0,145.8428,evaluation
117.0,159.5505,evaluation
95.0,153.85175,evaluation
113.0,141.16504,evaluation
114.0,133.74715,evaluation
107.0,151.3002,evaluation
145.0,155.76787,evaluation
171.0,165.86044,evaluation
229.0,167.90428,evaluation
287.0,194.44836,evaluation
268.0,176.73184,evaluation
222.0,191.78712,evaluation
216.0,158.90666,evaluation
177.0,152.91241,evaluation
188.0,160.57034,evaluation
194.0,170.15619,evaluation
185.0,174.17426,evaluation
183.0,173.27043,evaluation
184.0,171.07736,evaluation
183.0,192.02963,evaluation
199.0,152.05032,evaluation
155.0,128.33232,evaluation
121.0,118.91944,evaluation
108.0,118.3547,evaluation
100.0,111.76585,evaluation
101.0,107.94625,evaluation
94.0,99.64974,evaluation
118.0,118.25831,evaluation
88.0,98.20191,evaluation
105.0,120.933556,evaluation
143.0,140.5878,evaluation
157.0,149.90843,evaluation
178.0,173.14362,evaluation
188.0,173.008,evaluation
195.0,160.22379,evaluation
197.0,184.9202,evaluation
197.0,162.70581,evaluation
188.0,165.16364,evaluation
189.0,152.35959,evaluation
179.0,190.51141,evaluation
188.0,224.69814,evaluation
211.0,242.06067,evaluation
280.0,255.18468,evaluation
323.0,256.80396,evaluation
277.0,239.54155,evaluation
256.0,203.15948,evaluation
248.0,189.95311,evaluation
206.0,152.97568,evaluation
161.0,140.94952,evaluation
153.0,121.80805,evaluation
177.0,144.36365,evaluation
134.0,128.98112,evaluation
130.0,127.89467,evaluation
129.0,117.15238,evaluation
119.0,114.87177,evaluation
107.0,111.99991,evaluation
83.0,84.73754,evaluation
72.0,71.01992,evaluation
62.0,63.268578,evaluation
75.0,68.224365,evaluation
78.0,68.459526,evaluation
83.0,62.6981,evaluation
119.0,92.10565,evaluation
189.0,142.8118,evaluation
296.0,293.68616,evaluation
350.0,285.6723,evaluation
342.0,245.86292,evaluation
255.0,275.27652,evaluation
266.0,269.99377,evaluation
182.0,284.48495,evaluation
195.0,243.7692,evaluation
188.0,234.96405,evaluation
162.0,208.98242,evaluation
163.0,203.32492,evaluation
168.0,214.08237,evaluation
178.0,220.14218,evaluation
197.0,235.77872,evaluation
211.0,274.03802,evaluation
172.0,272.5474,evaluation
194.0,210.05219,evaluation
173.0,210.87234,evaluation
207.0,194.84647,evaluation
366.0,188.35513,evaluation
266.0,248.77786,evaluation
219.0,247.69876,evaluation
239.0,221.50534,evaluation
257.0,235.9154,evaluation
290.0,295.5791,evaluation
300.0,382.4057,evaluation
304.0,404.7561,evaluation
488.0,419.76068,evaluation
482.0,371.7411,evaluation
394.0,359.21198,evaluation
371.0,341.32095,evaluation
365.0,297.9229,evaluation
345.0,281.5476,evaluation
261.0,256.72113,evaluation
152.0,220.79782,evaluation
133.0,167.36862,evaluation
183.0,166.89635,evaluation
162.0,184.19165,evaluation
152.0,151.79008,evaluation
163.0,163.31711,evaluation
195.0,187.38568,evaluation
179.0,237.33737,evaluation
201.0,211.22696,evaluation
211.0,241.54816,evaluation
195.0,225.4583,evaluation
185.0,222.79428,evaluation
179.0,205.02335,evaluation
208.0,196.55153,evaluation
219.0,216.26947,evaluation
262.0,259.64517,evaluation
277.0,278.1168,evaluation
305.0,324.17566,evaluation
263.0,267.09235,evaluation
243.0,266.27277,evaluation
178.0,229.05655,evaluation
138.0,175.8792,evaluation
121.0,166.28244,evaluation
118.0,144.37285,evaluation
116.0,138.3749,evaluation
108.0,143.29443,evaluation
100.0,113.755615,evaluation
103.0,118.63035,evaluation
101.0,115.939255,evaluation
121.0,138.6973,evaluation
160.0,165.33578,evaluation
169.0,191.77377,evaluation
175.0,177.61922,evaluation
