neighbor__124,neighbor__1426,neighbor__5024
49.08,44.32,156.9
52.18,30.7,142.12
51.48,41.85,113.48
46.3,34.4,108.18
42.53,38.52,88.02
41.27,43.95,72.75
47.35,49.38,77.95
53.0,57.22,111.57
47.25,60.97,125.4
42.53,46.17,103.22
34.18,33.67,136.67
31.32,14.65,135.55
26.8,7.73,118.12
25.57,6.2,90.47
28.22,14.32,83.77
33.02,42.13,78.75
56.07,62.6,68.92
66.32,92.95,83.43
82.28,106.02,123.65
80.82,101.0,97.23
72.05,97.43,114.25
63.47,94.85,140.85
53.6,93.73,140.8
43.75,75.93,126.82
43.02,76.33,110.75
34.07,60.57,84.0
28.0,45.9,62.85
22.15,50.95,54.88
21.0,52.85,56.73
22.67,54.98,55.38
41.5,59.07,79.3
90.52,84.53,114.2
77.05,67.42,138.55
46.88,126.27,166.92
32.72,91.1,153.92
36.85,82.68,130.83
30.78,52.98,110.4
22.95,51.18,86.2
27.42,103.08,85.08
67.0,144.25,86.1
72.6,126.22,166.53
72.6,127.15,121.67
66.82,116.38,132.1
61.8,107.48,159.97
64.25,82.1,178.92
51.33,85.15,193.55
38.3,63.1,173.4
39.57,62.4,148.62
70.1,54.05,88.23
64.55,44.82,81.95
59.15,40.68,79.35
62.52,38.05,78.72
60.42,31.6,87.0
70.2,22.4,121.45
81.5,31.08,146.8
72.72,48.62,137.5
63.25,31.43,127.65
53.7,21.72,109.1
37.93,17.07,74.62
33.77,10.15,66.85
30.83,11.15,57.62
35.8,24.25,66.75
58.93,66.0,81.88
82.48,84.72,118.85
86.1,64.9,155.3
86.57,51.0,151.45
74.9,38.28,141.33
65.9,34.6,132.95
60.47,32.15,120.12
52.27,26.93,87.98
46.75,15.08,71.32
38.4,6.45,54.65
34.1,4.45,51.68
33.15,7.6,61.1
32.63,5.77,97.0
29.73,7.47,104.12
35.0,10.88,102.35
38.2,14.6,104.57
48.3,16.2,109.2
57.7,13.55,99.5
63.55,15.35,82.08
66.45,15.3,81.67
61.88,20.75,89.23
70.6,32.15,90.4
74.88,41.62,101.27
77.55,54.3,159.9
80.08,57.1,162.02
83.35,60.88,162.87
78.27,59.85,144.28
77.9,57.98,132.28
79.48,51.15,96.0
62.53,49.7,72.43
56.35,43.97,68.85
52.23,37.55,67.95
34.9,27.2,57.75
30.92,22.35,91.3
26.55,29.15,106.65
26.0,26.95,96.8
29.3,26.65,89.1
39.1,30.22,91.45
78.25,38.58,87.83
58.3,55.18,99.15
39.35,64.62,110.62
35.82,72.05,117.47
35.0,67.0,103.5
36.68,81.6,86.68
37.85,91.43,103.05
42.03,57.3,108.88
75.58,60.05,113.7
79.25,64.32,103.6
76.65,67.75,102.7
77.85,64.3,108.23
72.75,63.1,93.27
70.7,62.3,95.08
64.48,62.7,99.45
68.92,57.62,99.15
60.62,52.93,93.6
56.22,35.45,120.5
54.62,13.53,116.02
33.3,4.65,113.18
37.47,5.93,110.6
38.02,19.27,97.75
40.33,14.67,74.62
43.38,24.68,68.12
47.05,30.05,73.65
53.27,8.0,71.53
54.55,12.25,78.7
51.9,6.7,94.88
51.48,0.1,101.08
53.32,6.53,88.35
61.2,28.65,82.55
69.0,43.8,89.58
74.3,44.47,111.78
70.55,41.38,81.53
68.05,38.8,79.1
62.1,29.8,74.38
52.33,26.6,77.47
39.6,19.7,78.6
34.3,23.7,82.98
33.48,17.42,109.6
30.3,19.25,88.45
28.72,15.72,85.18
31.6,11.73,78.05
39.0,10.4,51.25
36.05,13.05,43.65
40.83,13.95,56.82
53.58,27.92,75.45
73.43,30.4,85.4
64.93,23.3,134.42
61.9,18.05,165.62
46.02,13.7,109.0
42.0,28.55,100.08
54.22,34.78,91.02
75.15,80.22,89.52
82.45,81.0,110.18
84.8,75.07,116.62
40.45,19.9,52.48
49.3,20.15,61.4
53.1,23.05,68.55
53.2,29.35,78.75
47.28,11.22,120.18
41.42,6.58,127.57
34.6,4.4,104.55
28.08,1.4,82.28
28.0,4.85,67.97
